Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,season,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR
D1,05/08/2011,Dortmund,Hamburg,3,1,H,2.0,0.0,H,2011-2012,16.0,8.0,5.0,3.0,12.0,18.0,7.0,7.0,1.0,3.0,0.0,0.0
D1,06/08/2011,Augsburg,Freiburg,2,2,D,0.0,0.0,D,2011-2012,11.0,9.0,7.0,4.0,17.0,25.0,5.0,4.0,2.0,4.0,0.0,0.0
D1,06/08/2011,FC Koln,Wolfsburg,0,3,A,0.0,1.0,A,2011-2012,7.0,17.0,1.0,8.0,15.0,22.0,7.0,5.0,0.0,5.0,1.0,0.0
D1,06/08/2011,Hannover,Hoffenheim,2,1,H,2.0,1.0,H,2011-2012,7.0,12.0,4.0,5.0,14.0,20.0,4.0,5.0,2.0,2.0,0.0,0.0
D1,06/08/2011,Hertha,Nurnberg,0,1,A,0.0,0.0,D,2011-2012,4.0,13.0,0.0,7.0,25.0,27.0,2.0,3.0,2.0,3.0,0.0,0.0
D1,06/08/2011,Stuttgart,Schalke 04,3,0,H,1.0,0.0,H,2011-2012,12.0,15.0,6.0,9.0,13.0,19.0,2.0,6.0,1.0,1.0,0.0,0.0
D1,06/08/2011,Werder Bremen,Kaiserslautern,2,0,H,0.0,0.0,D,2011-2012,19.0,9.0,5.0,3.0,14.0,27.0,6.0,5.0,1.0,2.0,0.0,0.0
D1,07/08/2011,Bayern Munich,M'gladbach,0,1,A,0.0,0.0,D,2011-2012,19.0,7.0,7.0,3.0,11.0,11.0,12.0,2.0,0.0,1.0,0.0,0.0
D1,07/08/2011,Mainz,Leverkusen,2,0,H,1.0,0.0,H,2011-2012,22.0,9.0,8.0,2.0,20.0,19.0,7.0,3.0,3.0,1.0,0.0,0.0
D1,13/08/2011,Freiburg,Mainz,1,2,A,0.0,0.0,D,2011-2012,18.0,9.0,7.0,4.0,11.0,18.0,4.0,6.0,0.0,2.0,0.0,0.0
D1,13/08/2011,Hamburg,Hertha,2,2,D,1.0,1.0,D,2011-2012,9.0,24.0,4.0,6.0,13.0,10.0,5.0,6.0,3.0,3.0,0.0,0.0
D1,13/08/2011,Hoffenheim,Dortmund,1,0,H,1.0,0.0,H,2011-2012,13.0,15.0,3.0,4.0,13.0,11.0,5.0,6.0,4.0,1.0,0.0,0.0
D1,13/08/2011,M'gladbach,Stuttgart,1,1,D,0.0,0.0,D,2011-2012,10.0,15.0,3.0,7.0,9.0,9.0,2.0,5.0,2.0,2.0,1.0,0.0
D1,13/08/2011,Nurnberg,Hannover,1,2,A,0.0,2.0,A,2011-2012,13.0,4.0,5.0,3.0,16.0,19.0,8.0,6.0,2.0,3.0,0.0,0.0
D1,13/08/2011,Schalke 04,FC Koln,5,1,H,1.0,1.0,D,2011-2012,18.0,6.0,5.0,2.0,17.0,16.0,7.0,2.0,0.0,3.0,0.0,0.0
D1,13/08/2011,Wolfsburg,Bayern Munich,0,1,A,0.0,0.0,D,2011-2012,7.0,11.0,1.0,3.0,14.0,15.0,9.0,8.0,0.0,3.0,0.0,0.0
D1,14/08/2011,Kaiserslautern,Augsburg,1,1,D,0.0,1.0,A,2011-2012,17.0,13.0,7.0,4.0,21.0,11.0,8.0,1.0,4.0,1.0,0.0,0.0
D1,14/08/2011,Leverkusen,Werder Bremen,1,0,H,0.0,0.0,D,2011-2012,16.0,9.0,6.0,1.0,18.0,18.0,7.0,1.0,1.0,2.0,0.0,0.0
D1,19/08/2011,M'gladbach,Wolfsburg,4,1,H,3.0,1.0,H,2011-2012,21.0,7.0,9.0,3.0,13.0,18.0,8.0,6.0,1.0,2.0,0.0,0.0
D1,20/08/2011,Augsburg,Hoffenheim,0,2,A,0.0,1.0,A,2011-2012,12.0,17.0,4.0,5.0,18.0,18.0,4.0,2.0,1.0,1.0,0.0,0.0
D1,20/08/2011,Bayern Munich,Hamburg,5,0,H,3.0,0.0,H,2011-2012,24.0,4.0,13.0,1.0,12.0,16.0,5.0,3.0,2.0,4.0,0.0,0.0
D1,20/08/2011,Dortmund,Nurnberg,2,0,H,0.0,0.0,D,2011-2012,12.0,10.0,5.0,3.0,13.0,13.0,5.0,5.0,0.0,2.0,0.0,0.0
D1,20/08/2011,FC Koln,Kaiserslautern,1,1,D,1.0,1.0,D,2011-2012,10.0,8.0,5.0,3.0,16.0,22.0,7.0,5.0,3.0,4.0,0.0,0.0
D1,20/08/2011,Stuttgart,Leverkusen,0,1,A,0.0,1.0,A,2011-2012,11.0,11.0,0.0,3.0,18.0,16.0,5.0,4.0,1.0,0.0,1.0,0.0
D1,20/08/2011,Werder Bremen,Freiburg,5,3,H,2.0,1.0,H,2011-2012,26.0,11.0,8.0,7.0,17.0,29.0,12.0,1.0,1.0,4.0,0.0,0.0
D1,21/08/2011,Hannover,Hertha,1,1,D,1.0,0.0,H,2011-2012,14.0,10.0,6.0,4.0,20.0,20.0,3.0,6.0,1.0,6.0,0.0,0.0
D1,21/08/2011,Mainz,Schalke 04,2,4,A,2.0,0.0,H,2011-2012,15.0,12.0,5.0,6.0,15.0,15.0,6.0,5.0,0.0,2.0,0.0,0.0
D1,26/08/2011,Hertha,Stuttgart,1,0,H,0.0,0.0,D,2011-2012,16.0,22.0,5.0,5.0,10.0,13.0,4.0,3.0,0.0,1.0,0.0,0.0
D1,27/08/2011,Freiburg,Wolfsburg,3,0,H,2.0,0.0,H,2011-2012,15.0,14.0,4.0,4.0,12.0,21.0,4.0,6.0,0.0,2.0,0.0,0.0
D1,27/08/2011,Hamburg,FC Koln,3,4,A,1.0,1.0,D,2011-2012,15.0,7.0,6.0,5.0,18.0,21.0,5.0,4.0,1.0,3.0,0.0,0.0
D1,27/08/2011,Hoffenheim,Werder Bremen,1,2,A,1.0,1.0,D,2011-2012,15.0,9.0,4.0,4.0,16.0,12.0,3.0,6.0,0.0,1.0,0.0,0.0
D1,27/08/2011,Kaiserslautern,Bayern Munich,0,3,A,0.0,1.0,A,2011-2012,4.0,17.0,1.0,12.0,14.0,17.0,1.0,2.0,3.0,1.0,1.0,0.0
D1,27/08/2011,Leverkusen,Dortmund,0,0,D,0.0,0.0,D,2011-2012,16.0,13.0,6.0,4.0,11.0,13.0,5.0,3.0,2.0,1.0,1.0,1.0
D1,27/08/2011,Nurnberg,Augsburg,1,0,H,0.0,0.0,D,2011-2012,15.0,12.0,6.0,2.0,12.0,17.0,4.0,3.0,4.0,2.0,0.0,0.0
D1,28/08/2011,Hannover,Mainz,1,1,D,1.0,1.0,D,2011-2012,19.0,9.0,8.0,2.0,15.0,24.0,8.0,9.0,2.0,0.0,0.0,0.0
D1,28/08/2011,Schalke 04,M'gladbach,1,0,H,0.0,0.0,D,2011-2012,22.0,12.0,9.0,5.0,11.0,13.0,8.0,6.0,2.0,3.0,0.0,0.0
D1,09/09/2011,Augsburg,Leverkusen,1,4,A,1.0,2.0,A,2011-2012,17.0,17.0,4.0,9.0,14.0,9.0,4.0,2.0,1.0,3.0,0.0,0.0
D1,10/09/2011,Bayern Munich,Freiburg,7,0,H,3.0,0.0,H,2011-2012,25.0,3.0,12.0,1.0,8.0,8.0,12.0,0.0,0.0,0.0,0.0,0.0
D1,10/09/2011,Dortmund,Hertha,1,2,A,0.0,0.0,D,2011-2012,25.0,11.0,6.0,6.0,13.0,7.0,4.0,1.0,1.0,3.0,0.0,0.0
D1,10/09/2011,Mainz,Hoffenheim,0,4,A,0.0,2.0,A,2011-2012,13.0,9.0,2.0,5.0,18.0,24.0,7.0,4.0,0.0,0.0,0.0,0.0
D1,10/09/2011,M'gladbach,Kaiserslautern,1,0,H,0.0,0.0,D,2011-2012,19.0,5.0,4.0,2.0,21.0,19.0,4.0,3.0,2.0,4.0,0.0,0.0
D1,10/09/2011,Stuttgart,Hannover,3,0,H,1.0,0.0,H,2011-2012,17.0,9.0,7.0,5.0,8.0,13.0,9.0,4.0,0.0,1.0,0.0,0.0
D1,10/09/2011,Werder Bremen,Hamburg,2,0,H,0.0,0.0,D,2011-2012,22.0,8.0,5.0,3.0,13.0,15.0,11.0,6.0,3.0,5.0,0.0,0.0
D1,11/09/2011,FC Koln,Nurnberg,1,2,A,1.0,2.0,A,2011-2012,10.0,13.0,2.0,5.0,24.0,18.0,2.0,5.0,3.0,1.0,1.0,1.0
D1,11/09/2011,Wolfsburg,Schalke 04,2,1,H,1.0,1.0,D,2011-2012,12.0,6.0,6.0,2.0,17.0,19.0,9.0,3.0,1.0,3.0,0.0,0.0
D1,16/09/2011,Freiburg,Stuttgart,1,2,A,0.0,1.0,A,2011-2012,18.0,12.0,3.0,5.0,20.0,21.0,6.0,5.0,3.0,4.0,0.0,0.0
D1,17/09/2011,Hamburg,M'gladbach,0,1,A,0.0,0.0,D,2011-2012,5.0,12.0,2.0,4.0,22.0,15.0,2.0,8.0,2.0,3.0,0.0,0.0
D1,17/09/2011,Hertha,Augsburg,2,2,D,0.0,1.0,A,2011-2012,17.0,7.0,5.0,3.0,13.0,20.0,3.0,2.0,2.0,4.0,0.0,1.0
D1,17/09/2011,Hoffenheim,Wolfsburg,3,1,H,2.0,0.0,H,2011-2012,14.0,10.0,8.0,6.0,15.0,15.0,4.0,6.0,3.0,1.0,0.0,1.0
D1,17/09/2011,Kaiserslautern,Mainz,3,1,H,1.0,1.0,D,2011-2012,15.0,11.0,7.0,1.0,13.0,20.0,6.0,3.0,0.0,2.0,0.0,0.0
D1,17/09/2011,Leverkusen,FC Koln,1,4,A,0.0,1.0,A,2011-2012,15.0,8.0,7.0,4.0,15.0,13.0,5.0,0.0,1.0,4.0,1.0,0.0
D1,17/09/2011,Nurnberg,Werder Bremen,1,1,D,0.0,1.0,A,2011-2012,21.0,2.0,4.0,1.0,17.0,11.0,13.0,0.0,1.0,1.0,0.0,1.0
D1,18/09/2011,Hannover,Dortmund,2,1,H,0.0,0.0,D,2011-2012,14.0,13.0,5.0,7.0,13.0,8.0,7.0,3.0,1.0,0.0,1.0,0.0
D1,18/09/2011,Schalke 04,Bayern Munich,0,2,A,0.0,1.0,A,2011-2012,7.0,19.0,1.0,6.0,16.0,18.0,2.0,5.0,1.0,1.0,0.0,0.0
D1,23/09/2011,Stuttgart,Hamburg,1,2,A,1.0,0.0,H,2011-2012,17.0,16.0,5.0,8.0,20.0,16.0,3.0,7.0,1.0,1.0,0.0,0.0
D1,24/09/2011,Augsburg,Hannover,0,0,D,0.0,0.0,D,2011-2012,13.0,11.0,3.0,4.0,21.0,17.0,2.0,2.0,1.0,2.0,0.0,0.0
D1,24/09/2011,Bayern Munich,Leverkusen,3,0,H,2.0,0.0,H,2011-2012,12.0,4.0,4.0,3.0,10.0,13.0,4.0,1.0,1.0,4.0,0.0,0.0
D1,24/09/2011,Mainz,Dortmund,1,2,A,1.0,0.0,H,2011-2012,9.0,20.0,3.0,9.0,12.0,9.0,3.0,10.0,1.0,0.0,0.0,0.0
D1,24/09/2011,M'gladbach,Nurnberg,1,0,H,0.0,0.0,D,2011-2012,21.0,7.0,9.0,1.0,13.0,18.0,9.0,4.0,1.0,1.0,0.0,0.0
D1,24/09/2011,Schalke 04,Freiburg,4,2,H,1.0,1.0,D,2011-2012,16.0,14.0,7.0,10.0,19.0,17.0,7.0,1.0,1.0,1.0,0.0,0.0
D1,24/09/2011,Wolfsburg,Kaiserslautern,1,0,H,0.0,0.0,D,2011-2012,6.0,11.0,3.0,2.0,13.0,19.0,4.0,5.0,1.0,2.0,1.0,0.0
D1,25/09/2011,FC Koln,Hoffenheim,2,0,H,1.0,0.0,H,2011-2012,9.0,16.0,4.0,2.0,12.0,18.0,4.0,6.0,1.0,2.0,0.0,0.0
D1,25/09/2011,Werder Bremen,Hertha,2,1,H,1.0,1.0,D,2011-2012,23.0,8.0,6.0,3.0,22.0,17.0,8.0,3.0,2.0,4.0,0.0,2.0
D1,30/09/2011,Kaiserslautern,Stuttgart,0,2,A,0.0,0.0,D,2011-2012,22.0,11.0,3.0,5.0,16.0,16.0,9.0,4.0,2.0,1.0,0.0,0.0
D1,01/10/2011,Dortmund,Augsburg,4,0,H,2.0,0.0,H,2011-2012,19.0,8.0,9.0,3.0,12.0,14.0,3.0,3.0,2.0,2.0,0.0,0.0
D1,01/10/2011,Freiburg,M'gladbach,1,0,H,1.0,0.0,H,2011-2012,8.0,19.0,3.0,6.0,23.0,17.0,5.0,7.0,2.0,2.0,0.0,0.0
D1,01/10/2011,Hertha,FC Koln,3,0,H,3.0,0.0,H,2011-2012,10.0,4.0,3.0,2.0,15.0,19.0,3.0,5.0,2.0,2.0,0.0,0.0
D1,01/10/2011,Hoffenheim,Bayern Munich,0,0,D,0.0,0.0,D,2011-2012,17.0,5.0,5.0,2.0,19.0,26.0,6.0,2.0,1.0,4.0,0.0,0.0
D1,01/10/2011,Leverkusen,Wolfsburg,3,1,H,1.0,0.0,H,2011-2012,20.0,7.0,9.0,1.0,17.0,20.0,6.0,4.0,1.0,2.0,0.0,0.0
D1,01/10/2011,Nurnberg,Mainz,3,3,D,2.0,2.0,D,2011-2012,9.0,16.0,5.0,7.0,14.0,19.0,2.0,4.0,2.0,0.0,0.0,0.0
D1,02/10/2011,Hamburg,Schalke 04,1,2,A,1.0,1.0,D,2011-2012,17.0,9.0,6.0,4.0,18.0,16.0,5.0,5.0,3.0,1.0,0.0,0.0
D1,02/10/2011,Hannover,Werder Bremen,3,2,H,2.0,1.0,H,2011-2012,13.0,17.0,5.0,3.0,22.0,12.0,3.0,1.0,5.0,3.0,0.0,1.0
D1,14/10/2011,Werder Bremen,Dortmund,0,2,A,0.0,1.0,A,2011-2012,24.0,9.0,5.0,5.0,16.0,19.0,11.0,3.0,1.0,1.0,0.0,1.0
D1,15/10/2011,Bayern Munich,Hertha,4,0,H,3.0,0.0,H,2011-2012,19.0,3.0,8.0,0.0,8.0,13.0,3.0,2.0,0.0,1.0,0.0,0.0
D1,15/10/2011,Mainz,Augsburg,0,1,A,0.0,0.0,D,2011-2012,18.0,10.0,5.0,6.0,19.0,18.0,9.0,4.0,3.0,2.0,0.0,0.0
D1,15/10/2011,M'gladbach,Leverkusen,2,2,D,0.0,1.0,A,2011-2012,23.0,7.0,8.0,4.0,6.0,20.0,4.0,3.0,2.0,4.0,0.0,1.0
D1,15/10/2011,Schalke 04,Kaiserslautern,1,2,A,0.0,1.0,A,2011-2012,14.0,14.0,4.0,6.0,14.0,21.0,4.0,5.0,3.0,3.0,1.0,1.0
D1,15/10/2011,Stuttgart,Hoffenheim,2,0,H,0.0,0.0,D,2011-2012,14.0,15.0,7.0,5.0,22.0,26.0,3.0,3.0,3.0,1.0,0.0,0.0
D1,15/10/2011,Wolfsburg,Nurnberg,2,1,H,1.0,0.0,H,2011-2012,12.0,12.0,5.0,6.0,20.0,24.0,1.0,3.0,2.0,2.0,0.0,0.0
D1,16/10/2011,FC Koln,Hannover,2,0,H,1.0,0.0,H,2011-2012,10.0,12.0,3.0,6.0,22.0,17.0,1.0,5.0,3.0,4.0,0.0,0.0
D1,16/10/2011,Freiburg,Hamburg,1,2,A,0.0,1.0,A,2011-2012,18.0,11.0,6.0,4.0,16.0,22.0,7.0,2.0,1.0,3.0,0.0,0.0
D1,21/10/2011,Augsburg,Werder Bremen,1,1,D,0.0,0.0,D,2011-2012,10.0,22.0,3.0,7.0,16.0,11.0,4.0,7.0,3.0,2.0,0.0,0.0
D1,22/10/2011,Dortmund,FC Koln,5,0,H,3.0,0.0,H,2011-2012,24.0,2.0,9.0,1.0,13.0,10.0,2.0,3.0,2.0,2.0,0.0,0.0
D1,22/10/2011,Hamburg,Wolfsburg,1,1,D,0.0,1.0,A,2011-2012,19.0,8.0,7.0,4.0,23.0,24.0,8.0,4.0,2.0,1.0,0.0,0.0
D1,22/10/2011,Hertha,Mainz,0,0,D,0.0,0.0,D,2011-2012,8.0,13.0,1.0,3.0,10.0,21.0,3.0,3.0,1.0,3.0,0.0,0.0
D1,22/10/2011,Hoffenheim,M'gladbach,1,0,H,0.0,0.0,D,2011-2012,14.0,7.0,5.0,1.0,18.0,15.0,8.0,2.0,1.0,3.0,0.0,0.0
D1,22/10/2011,Kaiserslautern,Freiburg,1,0,H,0.0,0.0,D,2011-2012,12.0,9.0,5.0,3.0,18.0,15.0,6.0,4.0,0.0,4.0,0.0,0.0
D1,22/10/2011,Nurnberg,Stuttgart,2,2,D,1.0,0.0,H,2011-2012,17.0,13.0,7.0,2.0,14.0,14.0,4.0,4.0,1.0,2.0,0.0,0.0
D1,23/10/2011,Hannover,Bayern Munich,2,1,H,1.0,0.0,H,2011-2012,12.0,19.0,3.0,8.0,19.0,13.0,2.0,5.0,4.0,1.0,1.0,1.0
D1,23/10/2011,Leverkusen,Schalke 04,0,1,A,0.0,0.0,D,2011-2012,13.0,18.0,4.0,6.0,14.0,21.0,3.0,3.0,1.0,3.0,0.0,0.0
D1,28/10/2011,Freiburg,Leverkusen,0,1,A,0.0,1.0,A,2011-2012,21.0,11.0,8.0,3.0,21.0,13.0,6.0,2.0,1.0,0.0,0.0,0.0
D1,29/10/2011,Bayern Munich,Nurnberg,4,0,H,3.0,0.0,H,2011-2012,13.0,4.0,5.0,2.0,14.0,14.0,7.0,3.0,1.0,2.0,0.0,0.0
D1,29/10/2011,Mainz,Werder Bremen,1,3,A,1.0,1.0,D,2011-2012,16.0,13.0,6.0,5.0,23.0,20.0,10.0,0.0,2.0,4.0,0.0,0.0
D1,29/10/2011,M'gladbach,Hannover,2,1,H,1.0,1.0,D,2011-2012,18.0,14.0,8.0,2.0,14.0,16.0,5.0,5.0,0.0,3.0,0.0,0.0
D1,29/10/2011,Schalke 04,Hoffenheim,3,1,H,1.0,0.0,H,2011-2012,16.0,11.0,10.0,2.0,20.0,20.0,5.0,4.0,1.0,2.0,0.0,0.0
D1,29/10/2011,Stuttgart,Dortmund,1,1,D,1.0,1.0,D,2011-2012,12.0,15.0,6.0,6.0,18.0,13.0,6.0,7.0,3.0,2.0,0.0,0.0
D1,29/10/2011,Wolfsburg,Hertha,2,3,A,1.0,2.0,A,2011-2012,17.0,12.0,5.0,7.0,24.0,13.0,6.0,7.0,3.0,2.0,0.0,0.0
D1,30/10/2011,FC Koln,Augsburg,3,0,H,2.0,0.0,H,2011-2012,5.0,15.0,3.0,5.0,17.0,13.0,1.0,2.0,1.0,2.0,0.0,1.0
D1,30/10/2011,Hamburg,Kaiserslautern,1,1,D,0.0,1.0,A,2011-2012,16.0,11.0,5.0,5.0,18.0,23.0,4.0,3.0,2.0,2.0,1.0,0.0
D1,04/11/2011,Mainz,Stuttgart,3,1,H,0.0,0.0,D,2011-2012,15.0,18.0,9.0,7.0,18.0,16.0,4.0,6.0,2.0,3.0,1.0,1.0
D1,05/11/2011,Dortmund,Wolfsburg,5,1,H,2.0,0.0,H,2011-2012,21.0,6.0,11.0,3.0,12.0,18.0,8.0,6.0,1.0,4.0,0.0,0.0
D1,05/11/2011,Hertha,M'gladbach,1,2,A,1.0,1.0,D,2011-2012,11.0,12.0,3.0,5.0,18.0,14.0,5.0,4.0,0.0,2.0,0.0,0.0
D1,05/11/2011,Hoffenheim,Kaiserslautern,1,1,D,1.0,0.0,H,2011-2012,11.0,19.0,3.0,3.0,23.0,21.0,4.0,3.0,5.0,1.0,0.0,0.0
D1,05/11/2011,Leverkusen,Hamburg,2,2,D,2.0,1.0,H,2011-2012,15.0,14.0,5.0,3.0,18.0,17.0,5.0,4.0,2.0,1.0,0.0,0.0
D1,05/11/2011,Nurnberg,Freiburg,1,2,A,1.0,1.0,D,2011-2012,12.0,10.0,4.0,3.0,14.0,20.0,5.0,2.0,4.0,1.0,0.0,0.0
D1,05/11/2011,Werder Bremen,FC Koln,3,2,H,0.0,2.0,A,2011-2012,29.0,5.0,7.0,4.0,13.0,14.0,10.0,4.0,3.0,3.0,0.0,1.0
D1,06/11/2011,Augsburg,Bayern Munich,1,2,A,0.0,2.0,A,2011-2012,10.0,14.0,2.0,5.0,17.0,15.0,1.0,3.0,1.0,2.0,0.0,1.0
D1,06/11/2011,Hannover,Schalke 04,2,2,D,1.0,1.0,D,2011-2012,16.0,13.0,2.0,7.0,14.0,17.0,2.0,5.0,2.0,4.0,0.0,0.0
D1,18/11/2011,Kaiserslautern,Leverkusen,0,2,A,0.0,0.0,D,2011-2012,13.0,14.0,3.0,8.0,12.0,16.0,8.0,2.0,1.0,1.0,0.0,0.0
D1,19/11/2011,Bayern Munich,Dortmund,0,1,A,0.0,0.0,D,2011-2012,16.0,8.0,3.0,2.0,15.0,25.0,3.0,3.0,2.0,1.0,0.0,0.0
D1,19/11/2011,Freiburg,Hertha,2,2,D,0.0,2.0,A,2011-2012,13.0,14.0,6.0,7.0,19.0,19.0,6.0,4.0,2.0,5.0,0.0,0.0
D1,19/11/2011,M'gladbach,Werder Bremen,5,0,H,3.0,0.0,H,2011-2012,16.0,10.0,9.0,2.0,11.0,10.0,6.0,4.0,0.0,0.0,0.0,1.0
D1,19/11/2011,Schalke 04,Nurnberg,4,0,H,2.0,0.0,H,2011-2012,11.0,14.0,7.0,4.0,13.0,16.0,4.0,8.0,2.0,3.0,0.0,0.0
D1,19/11/2011,Wolfsburg,Hannover,4,1,H,2.0,1.0,H,2011-2012,14.0,7.0,8.0,2.0,18.0,12.0,9.0,8.0,1.0,2.0,0.0,1.0
D1,20/11/2011,Hamburg,Hoffenheim,2,0,H,1.0,0.0,H,2011-2012,18.0,19.0,7.0,8.0,17.0,15.0,6.0,3.0,0.0,3.0,0.0,0.0
D1,20/11/2011,Stuttgart,Augsburg,2,1,H,1.0,0.0,H,2011-2012,11.0,15.0,5.0,6.0,24.0,18.0,5.0,4.0,2.0,3.0,0.0,0.0
D1,25/11/2011,FC Koln,M'gladbach,0,3,A,0.0,2.0,A,2011-2012,5.0,15.0,2.0,7.0,14.0,10.0,6.0,2.0,1.0,1.0,0.0,0.0
D1,26/11/2011,Augsburg,Wolfsburg,2,0,H,0.0,0.0,D,2011-2012,14.0,7.0,5.0,0.0,16.0,27.0,7.0,4.0,3.0,3.0,0.0,0.0
D1,26/11/2011,Dortmund,Schalke 04,2,0,H,1.0,0.0,H,2011-2012,16.0,3.0,8.0,1.0,24.0,24.0,3.0,2.0,1.0,4.0,0.0,0.0
D1,26/11/2011,Hannover,Hamburg,1,1,D,0.0,0.0,D,2011-2012,11.0,18.0,9.0,7.0,14.0,21.0,4.0,8.0,2.0,2.0,0.0,0.0
D1,26/11/2011,Hertha,Leverkusen,3,3,D,2.0,1.0,H,2011-2012,10.0,18.0,6.0,8.0,18.0,14.0,1.0,5.0,1.0,2.0,0.0,0.0
D1,26/11/2011,Hoffenheim,Freiburg,1,1,D,1.0,0.0,H,2011-2012,15.0,14.0,3.0,7.0,19.0,18.0,4.0,1.0,2.0,3.0,0.0,0.0
D1,26/11/2011,Nurnberg,Kaiserslautern,1,0,H,1.0,0.0,H,2011-2012,13.0,6.0,6.0,1.0,21.0,25.0,6.0,1.0,4.0,1.0,0.0,0.0
D1,27/11/2011,Mainz,Bayern Munich,3,2,H,1.0,0.0,H,2011-2012,17.0,13.0,7.0,8.0,18.0,20.0,3.0,2.0,3.0,2.0,0.0,0.0
D1,27/11/2011,Werder Bremen,Stuttgart,2,0,H,0.0,0.0,D,2011-2012,14.0,14.0,6.0,5.0,19.0,21.0,4.0,5.0,1.0,4.0,0.0,0.0
D1,02/12/2011,Leverkusen,Hoffenheim,2,0,H,1.0,0.0,H,2011-2012,12.0,6.0,5.0,1.0,12.0,28.0,4.0,7.0,2.0,2.0,0.0,0.0
D1,03/12/2011,Bayern Munich,Werder Bremen,4,1,H,1.0,0.0,H,2011-2012,14.0,7.0,4.0,4.0,23.0,21.0,8.0,4.0,1.0,2.0,0.0,1.0
D1,03/12/2011,Freiburg,Hannover,1,1,D,0.0,1.0,A,2011-2012,15.0,12.0,5.0,4.0,12.0,20.0,5.0,4.0,1.0,2.0,0.0,0.0
D1,03/12/2011,Kaiserslautern,Hertha,1,1,D,1.0,1.0,D,2011-2012,21.0,6.0,4.0,3.0,18.0,16.0,5.0,0.0,3.0,1.0,0.0,0.0
D1,03/12/2011,M'gladbach,Dortmund,1,1,D,0.0,1.0,A,2011-2012,13.0,11.0,3.0,4.0,9.0,18.0,3.0,10.0,0.0,2.0,0.0,0.0
D1,03/12/2011,Stuttgart,FC Koln,2,2,D,2.0,1.0,H,2011-2012,18.0,10.0,8.0,4.0,12.0,20.0,8.0,2.0,3.0,4.0,0.0,0.0
D1,03/12/2011,Wolfsburg,Mainz,2,2,D,2.0,0.0,H,2011-2012,6.0,11.0,4.0,2.0,15.0,18.0,6.0,3.0,2.0,1.0,1.0,0.0
D1,04/12/2011,Hamburg,Nurnberg,2,0,H,1.0,0.0,H,2011-2012,7.0,16.0,3.0,3.0,17.0,17.0,0.0,3.0,3.0,1.0,0.0,0.0
D1,04/12/2011,Schalke 04,Augsburg,3,1,H,1.0,0.0,H,2011-2012,19.0,11.0,11.0,2.0,11.0,13.0,8.0,2.0,1.0,2.0,0.0,0.0
D1,09/12/2011,Hertha,Schalke 04,1,2,A,1.0,2.0,A,2011-2012,15.0,11.0,4.0,4.0,13.0,16.0,11.0,3.0,0.0,1.0,0.0,0.0
D1,10/12/2011,Augsburg,M'gladbach,1,0,H,0.0,0.0,D,2011-2012,11.0,13.0,5.0,5.0,22.0,22.0,5.0,4.0,3.0,2.0,0.0,0.0
D1,10/12/2011,FC Koln,Freiburg,4,0,H,1.0,0.0,H,2011-2012,14.0,11.0,6.0,5.0,9.0,12.0,4.0,2.0,1.0,2.0,0.0,0.0
D1,10/12/2011,Hannover,Leverkusen,0,0,D,0.0,0.0,D,2011-2012,17.0,12.0,4.0,4.0,22.0,18.0,9.0,3.0,0.0,2.0,0.0,0.0
D1,10/12/2011,Mainz,Hamburg,0,0,D,0.0,0.0,D,2011-2012,12.0,8.0,5.0,5.0,16.0,11.0,4.0,5.0,1.0,0.0,0.0,0.0
D1,10/12/2011,Nurnberg,Hoffenheim,0,2,A,0.0,1.0,A,2011-2012,8.0,15.0,3.0,6.0,19.0,14.0,4.0,10.0,3.0,3.0,1.0,1.0
D1,10/12/2011,Werder Bremen,Wolfsburg,4,1,H,2.0,0.0,H,2011-2012,20.0,17.0,11.0,6.0,17.0,19.0,2.0,7.0,1.0,3.0,0.0,0.0
D1,11/12/2011,Dortmund,Kaiserslautern,1,1,D,1.0,0.0,H,2011-2012,23.0,12.0,5.0,3.0,12.0,25.0,9.0,4.0,1.0,2.0,0.0,0.0
D1,11/12/2011,Stuttgart,Bayern Munich,1,2,A,1.0,1.0,D,2011-2012,6.0,18.0,2.0,5.0,16.0,10.0,3.0,6.0,3.0,4.0,1.0,0.0
D1,13/12/2011,FC Koln,Mainz,1,1,D,0.0,0.0,D,2011-2012,12.0,12.0,3.0,2.0,11.0,27.0,4.0,7.0,2.0,4.0,0.0,0.0
D1,16/12/2011,Bayern Munich,FC Koln,3,0,H,0.0,0.0,D,2011-2012,17.0,4.0,5.0,1.0,15.0,17.0,10.0,3.0,0.0,4.0,1.0,0.0
D1,17/12/2011,Freiburg,Dortmund,1,4,A,1.0,2.0,A,2011-2012,14.0,11.0,3.0,5.0,14.0,11.0,3.0,3.0,1.0,1.0,0.0,0.0
D1,17/12/2011,Hamburg,Augsburg,1,1,D,0.0,0.0,D,2011-2012,23.0,11.0,12.0,6.0,11.0,18.0,8.0,0.0,1.0,0.0,0.0,0.0
D1,17/12/2011,Hoffenheim,Hertha,1,1,D,1.0,0.0,H,2011-2012,16.0,9.0,5.0,1.0,19.0,9.0,5.0,4.0,4.0,1.0,1.0,1.0
