Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,season,HTHG,HTAG,HTR
P1,12/08/2011,Gil Vicente,Benfica,2,2,D,2011-2012,1.0,2.0,A
P1,13/08/2011,Rio Ave,Sp Braga,0,0,D,2011-2012,0.0,0.0,D
P1,13/08/2011,Sp Lisbon,Olhanense,1,1,D,2011-2012,0.0,1.0,A
P1,14/08/2011,Feirense ,Nacional,0,0,D,2011-2012,0.0,0.0,D
P1,14/08/2011,Guimaraes,Porto,0,1,A,2011-2012,0.0,1.0,A
P1,14/08/2011,Maritimo,Beira Mar,0,0,D,2011-2012,0.0,0.0,D
P1,14/08/2011,Setubal,Pacos Ferreira,2,1,H,2011-2012,0.0,1.0,A
P1,15/08/2011,Leiria,Academica,1,2,A,2011-2012,1.0,0.0,H
P1,19/08/2011,Porto,Gil Vicente,3,1,H,2011-2012,2.0,1.0,H
P1,20/08/2011,Benfica,Feirense,3,1,H,2011-2012,1.0,0.0,H
P1,21/08/2011,Academica,Rio Ave,1,0,H,2011-2012,1.0,0.0,H
P1,21/08/2011,Beira Mar,Sp Lisbon,0,0,D,2011-2012,0.0,0.0,D
P1,21/08/2011,Pacos Ferreira,Leiria,2,1,H,2011-2012,0.0,0.0,D
P1,21/08/2011,Sp Braga,Maritimo,2,0,H,2011-2012,0.0,0.0,D
P1,22/08/2011,Olhanense,Setubal,2,2,D,2011-2012,0.0,2.0,A
P1,27/08/2011,Gil Vicente,Academica,2,0,H,2011-2012,0.0,0.0,D
P1,28/08/2011,Feirense,Pacos Ferreira,0,0,D,2011-2012,0.0,0.0,D
P1,28/08/2011,Guimaraes,Beira Mar,0,3,A,2011-2012,0.0,1.0,A
P1,28/08/2011,Rio Ave,Olhanense,0,1,A,2011-2012,0.0,1.0,A
P1,28/08/2011,Sp Lisbon,Maritimo,2,3,A,2011-2012,1.0,0.0,H
P1,29/08/2011,Nacional,Benfica,0,2,A,2011-2012,0.0,1.0,A
P1,29/08/2011,Setubal,Sp Braga,0,1,A,2011-2012,0.0,0.0,D
P1,04/09/2011,Nacional,Guimaraes,1,4,A,2011-2012,0.0,2.0,A
P1,06/09/2011,Leiria,Porto,2,5,A,2011-2012,0.0,2.0,A
P1,09/09/2011,Porto,Setubal,3,0,H,2011-2012,0.0,0.0,D
P1,10/09/2011,Benfica,Guimaraes,2,1,H,2011-2012,2.0,0.0,H
P1,10/09/2011,Pacos Ferreira,Sp Lisbon,2,3,A,2011-2012,1.0,0.0,H
P1,11/09/2011,Beira Mar,Leiria,0,1,A,2011-2012,0.0,0.0,D
P1,11/09/2011,Maritimo,Rio Ave,2,1,H,2011-2012,1.0,1.0,D
P1,11/09/2011,Olhanense,Feirense,1,2,A,2011-2012,0.0,1.0,A
P1,11/09/2011,Sp Braga,Gil Vicente,3,1,H,2011-2012,0.0,0.0,D
P1,12/09/2011,Academica,Nacional,4,0,H,2011-2012,0.0,0.0,D
P1,16/09/2011,Gil Vicente,Olhanense,1,1,D,2011-2012,0.0,1.0,A
P1,17/09/2011,Nacional,Pacos Ferreira,1,0,H,2011-2012,1.0,0.0,H
P1,18/09/2011,Benfica,Academica,4,1,H,2011-2012,2.0,1.0,H
P1,18/09/2011,Feirense,Porto,0,0,D,2011-2012,0.0,0.0,D
P1,18/09/2011,Leiria,Maritimo,1,3,A,2011-2012,0.0,2.0,A
P1,18/09/2011,Setubal,Beira Mar,1,0,H,2011-2012,0.0,0.0,D
P1,19/09/2011,Guimaraes,Sp Braga,1,1,D,2011-2012,1.0,0.0,H
P1,19/09/2011,Rio Ave,Sp Lisbon,2,3,A,2011-2012,0.0,2.0,A
P1,23/09/2011,Porto,Benfica,2,2,D,2011-2012,1.0,0.0,H
P1,24/09/2011,Sp Braga,Nacional,2,0,H,2011-2012,1.0,0.0,H
P1,24/09/2011,Sp Lisbon,Setubal,3,0,H,2011-2012,3.0,0.0,H
P1,25/09/2011,Beira Mar,Rio Ave,0,0,D,2011-2012,0.0,0.0,D
P1,25/09/2011,Maritimo,Guimaraes,2,1,H,2011-2012,1.0,0.0,H
P1,25/09/2011,Olhanense,Leiria,2,1,H,2011-2012,1.0,0.0,H
P1,25/09/2011,Pacos Ferreira,Gil Vicente,1,2,A,2011-2012,1.0,1.0,D
P1,26/09/2011,Academica,Feirense,4,0,H,2011-2012,4.0,0.0,H
P1,30/09/2011,Setubal,Rio Ave,2,1,H,2011-2012,1.0,1.0,D
P1,01/10/2011,Benfica,Pacos Ferreira,4,1,H,2011-2012,2.0,0.0,H
P1,02/10/2011,Academica,Porto,0,3,A,2011-2012,0.0,2.0,A
P1,02/10/2011,Feirense,Maritimo,2,2,D,2011-2012,1.0,1.0,D
P1,02/10/2011,Guimaraes,Sp Lisbon,0,1,A,2011-2012,0.0,1.0,A
P1,02/10/2011,Leiria,Sp Braga,1,0,H,2011-2012,1.0,0.0,H
P1,02/10/2011,Nacional,Olhanense,1,0,H,2011-2012,1.0,0.0,H
P1,03/10/2011,Gil Vicente,Beira Mar,0,0,D,2011-2012,0.0,0.0,D
P1,21/10/2011,Pacos Ferreira,Academica,2,0,H,2011-2012,2.0,0.0,H
P1,22/10/2011,Beira Mar,Benfica,0,1,A,2011-2012,0.0,1.0,A
P1,22/10/2011,Olhanense,Guimaraes,1,0,H,2011-2012,0.0,0.0,D
P1,23/10/2011,Maritimo,Setubal,1,0,H,2011-2012,1.0,0.0,H
P1,23/10/2011,Porto,Nacional,5,0,H,2011-2012,2.0,0.0,H
P1,23/10/2011,Rio Ave,Leiria,2,0,H,2011-2012,1.0,0.0,H
P1,23/10/2011,Sp Braga,Feirense,3,0,H,2011-2012,1.0,0.0,H
P1,24/10/2011,Sp Lisbon,Gil Vicente,6,1,H,2011-2012,1.0,0.0,H
P1,28/10/2011,Porto,Pacos Ferreira,3,0,H,2011-2012,1.0,0.0,H
P1,29/10/2011,Academica,Sp Braga,0,0,D,2011-2012,0.0,0.0,D
P1,29/10/2011,Benfica,Olhanense,2,1,H,2011-2012,2.0,0.0,H
P1,30/10/2011,Feirense,Sp Lisbon,0,2,A,2011-2012,0.0,0.0,D
P1,30/10/2011,Guimaraes,Rio Ave,2,1,H,2011-2012,1.0,1.0,D
P1,30/10/2011,Leiria,Setubal,2,0,H,2011-2012,2.0,0.0,H
P1,30/10/2011,Nacional,Beira Mar,2,1,H,2011-2012,2.0,1.0,H
P1,01/11/2011,Gil Vicente,Maritimo,0,0,D,2011-2012,0.0,0.0,D
P1,04/11/2011,Pacos Ferreira,Guimaraes,1,5,A,2011-2012,1.0,1.0,D
P1,05/11/2011,Maritimo,Academica,3,2,H,2011-2012,2.0,1.0,H
P1,05/11/2011,Olhanense,Porto,0,0,D,2011-2012,0.0,0.0,D
P1,06/11/2011,Beira Mar,Feirense,2,1,H,2011-2012,2.0,0.0,H
P1,06/11/2011,Rio Ave,Nacional,2,1,H,2011-2012,0.0,1.0,A
P1,06/11/2011,Setubal,Gil Vicente,0,0,D,2011-2012,0.0,0.0,D
P1,06/11/2011,Sp Braga,Benfica,1,1,D,2011-2012,1.0,0.0,H
P1,06/11/2011,Sp Lisbon,Leiria,3,1,H,2011-2012,1.0,1.0,D
P1,25/11/2011,Academica,Beira Mar,0,1,A,2011-2012,0.0,1.0,A
P1,26/11/2011,Benfica,Sp Lisbon,1,0,H,2011-2012,1.0,0.0,H
P1,26/11/2011,Nacional,Maritimo,2,2,D,2011-2012,0.0,1.0,A
P1,27/11/2011,Feirense,Rio Ave,2,0,H,2011-2012,2.0,0.0,H
P1,27/11/2011,Gil Vicente,Leiria,2,1,H,2011-2012,1.0,0.0,H
P1,27/11/2011,Pacos Ferreira,Olhanense,1,1,D,2011-2012,0.0,0.0,D
P1,27/11/2011,Porto,Sp Braga,3,2,H,2011-2012,1.0,0.0,H
P1,28/11/2011,Guimaraes,Setubal,3,0,H,2011-2012,0.0,0.0,D
P1,09/12/2011,Sp Braga,Pacos Ferreira,5,2,H,2011-2012,2.0,1.0,H
P1,10/12/2011,Beira Mar,Porto,1,2,A,2011-2012,1.0,1.0,D
P1,10/12/2011,Sp Lisbon,Nacional,1,0,H,2011-2012,1.0,0.0,H
P1,11/12/2011,Leiria,Guimaraes,1,0,H,2011-2012,1.0,0.0,H
P1,11/12/2011,Maritimo,Benfica,0,1,A,2011-2012,0.0,0.0,D
P1,11/12/2011,Rio Ave,Gil Vicente,2,0,H,2011-2012,1.0,0.0,H
P1,11/12/2011,Setubal,Feirense,1,1,D,2011-2012,1.0,1.0,D
P1,12/12/2011,Olhanense,Academica,0,2,A,2011-2012,0.0,1.0,A
P1,16/12/2011,Benfica,Rio Ave,5,1,H,2011-2012,3.0,1.0,H
P1,17/12/2011,Guimaraes,Gil Vicente,1,1,D,2011-2012,1.0,1.0,D
P1,17/12/2011,Porto,Maritimo,2,0,H,2011-2012,0.0,0.0,D
P1,18/12/2011,Academica,Sp Lisbon,1,1,D,2011-2012,1.0,0.0,H
P1,18/12/2011,Feirense,Leiria,2,1,H,2011-2012,1.0,0.0,H
P1,18/12/2011,Nacional,Setubal,1,1,D,2011-2012,0.0,1.0,A
P1,18/12/2011,Pacos Ferreira,Beira Mar,0,3,A,2011-2012,0.0,2.0,A
P1,19/12/2011,Olhanense,Sp Braga,3,4,A,2011-2012,2.0,0.0,H
P1,06/01/2012,Setubal,Academica,1,1,D,2011-2012,0.0,0.0,D
P1,07/01/2012,Sp Lisbon,Porto,0,0,D,2011-2012,0.0,0.0,D
P1,08/01/2012,Gil Vicente,Nacional,0,3,A,2011-2012,0.0,2.0,A
P1,08/01/2012,Guimaraes,Feirense,1,0,H,2011-2012,0.0,0.0,D
P1,08/01/2012,Leiria,Benfica,0,4,A,2011-2012,0.0,1.0,A
P1,08/01/2012,Maritimo,Olhanense,2,1,H,2011-2012,2.0,1.0,H
P1,08/01/2012,Rio Ave,Pacos Ferreira,1,0,H,2011-2012,1.0,0.0,H
P1,09/01/2012,Beira Mar,Sp Braga,1,2,A,2011-2012,1.0,1.0,D
P1,13/01/2012,Pacos Ferreira,Maritimo,1,1,D,2011-2012,0.0,0.0,D
P1,14/01/2012,Benfica,Setubal,4,1,H,2011-2012,3.0,1.0,H
P1,14/01/2012,Feirense,Gil Vicente,0,0,D,2011-2012,0.0,0.0,D
P1,14/01/2012,Porto,Rio Ave,2,0,H,2011-2012,1.0,0.0,H
P1,15/01/2012,Academica,Guimaraes,0,2,A,2011-2012,0.0,1.0,A
P1,15/01/2012,Nacional,Leiria,2,2,D,2011-2012,0.0,1.0,A
P1,15/01/2012,Olhanense,Beira Mar,2,1,H,2011-2012,0.0,0.0,D
P1,15/01/2012,Sp Braga,Sp Lisbon,2,1,H,2011-2012,0.0,0.0,D
P1,20/01/2012,Academica,Leiria,0,0,D,2011-2012,0.0,0.0,D
P1,21/01/2012,Beira Mar,Maritimo,1,2,A,2011-2012,0.0,1.0,A
P1,22/01/2012,Benfica,Gil Vicente,3,1,H,2011-2012,1.0,1.0,D
P1,22/01/2012,Nacional,Feirense,2,0,H,2011-2012,1.0,0.0,H
P1,22/01/2012,Pacos Ferreira,Setubal,2,1,H,2011-2012,0.0,0.0,D
P1,22/01/2012,Porto,Guimaraes,3,1,H,2011-2012,1.0,0.0,H
P1,22/01/2012,Sp Braga,Rio Ave,2,1,H,2011-2012,2.0,0.0,H
P1,23/01/2012,Olhanense,Sp Lisbon,0,0,D,2011-2012,0.0,0.0,D
P1,27/01/2012,Guimaraes,Nacional,1,0,H,2011-2012,0.0,0.0,D
P1,28/01/2012,Feirense,Benfica,1,2,A,2011-2012,0.0,0.0,D
P1,28/01/2012,Rio Ave,Academica,0,0,D,2011-2012,0.0,0.0,D
P1,29/01/2012,Gil Vicente,Porto,3,1,H,2011-2012,2.0,0.0,H
P1,29/01/2012,Leiria,Pacos Ferreira,2,4,A,2011-2012,2.0,2.0,D
P1,29/01/2012,Setubal,Olhanense,2,3,A,2011-2012,2.0,2.0,D
P1,29/01/2012,Sp Lisbon,Beira Mar,2,0,H,2011-2012,2.0,0.0,H
P1,30/01/2012,Maritimo,Sp Braga,1,2,A,2011-2012,1.0,0.0,H
P1,10/02/2012,Sp Braga,Setubal,3,0,H,2011-2012,1.0,0.0,H
P1,11/02/2012,Benfica,Nacional,4,1,H,2011-2012,3.0,1.0,H
P1,11/02/2012,Maritimo,Sp Lisbon,2,0,H,2011-2012,1.0,0.0,H
P1,12/02/2012,Beira Mar,Guimaraes,0,1,A,2011-2012,0.0,1.0,A
P1,12/02/2012,Olhanense,Rio Ave,0,2,A,2011-2012,0.0,2.0,A
P1,12/02/2012,Pacos Ferreira,Feirense,3,1,H,2011-2012,2.0,1.0,H
P1,12/02/2012,Porto,Leiria,4,0,H,2011-2012,0.0,0.0,D
P1,13/02/2012,Academica,Gil Vicente,0,2,A,2011-2012,0.0,1.0,A
P1,17/02/2012,Rio Ave,Maritimo,1,3,A,2011-2012,1.0,2.0,A
P1,18/02/2012,Gil Vicente,Sp Braga,0,3,A,2011-2012,0.0,1.0,A
P1,19/02/2012,Feirense,Olhanense,1,1,D,2011-2012,1.0,0.0,H
P1,19/02/2012,Leiria,Beira Mar,0,0,D,2011-2012,0.0,0.0,D
P1,19/02/2012,Nacional,Academica,4,1,H,2011-2012,2.0,0.0,H
P1,19/02/2012,Setubal,Porto,1,3,A,2011-2012,0.0,2.0,A
P1,19/02/2012,Sp Lisbon,Pacos Ferreira,1,0,H,2011-2012,1.0,0.0,H
P1,20/02/2012,Guimaraes,Benfica,1,0,H,2011-2012,1.0,0.0,H
P1,24/02/2012,Maritimo,Leiria,1,0,H,2011-2012,0.0,0.0,D
P1,25/02/2012,Academica,Benfica,0,0,D,2011-2012,0.0,0.0,D
P1,26/02/2012,Beira Mar,Setubal,2,3,A,2011-2012,0.0,2.0,A
P1,26/02/2012,Olhanense,Gil Vicente,0,0,D,2011-2012,0.0,0.0,D
P1,26/02/2012,Pacos Ferreira,Nacional,0,2,A,2011-2012,0.0,0.0,D
P1,26/02/2012,Porto,Feirense,2,0,H,2011-2012,0.0,0.0,D
P1,26/02/2012,Sp Lisbon,Rio Ave,1,0,H,2011-2012,1.0,0.0,H
P1,27/02/2012,Sp Braga,Guimaraes,4,0,H,2011-2012,2.0,0.0,H
P1,02/03/2012,Benfica,Porto,2,3,A,2011-2012,1.0,1.0,D
P1,03/03/2012,Nacional,Sp Braga,1,3,A,2011-2012,1.0,1.0,D
P1,03/03/2012,Setubal,Sp Lisbon,1,0,H,2011-2012,1.0,0.0,H
P1,04/03/2012,Feirense,Academica,1,1,D,2011-2012,0.0,0.0,D
P1,04/03/2012,Gil Vicente,Pacos Ferreira,1,2,A,2011-2012,1.0,1.0,D
P1,04/03/2012,Guimaraes,Maritimo,1,0,H,2011-2012,0.0,0.0,D
P1,04/03/2012,Rio Ave,Beira Mar,4,0,H,2011-2012,1.0,0.0,H
P1,05/03/2012,Leiria,Olhanense,1,3,A,2011-2012,0.0,1.0,A
P1,09/03/2012,Maritimo,Feirense,2,1,H,2011-2012,1.0,1.0,D
P1,10/03/2012,Porto,Academica,1,1,D,2011-2012,0.0,1.0,A
P1,10/03/2012,Sp Braga,Leiria,2,1,H,2011-2012,1.0,0.0,H
P1,11/03/2012,Beira Mar,Gil Vicente,1,0,H,2011-2012,0.0,0.0,D
P1,11/03/2012,Olhanense,Nacional,4,4,D,2011-2012,3.0,2.0,H
P1,11/03/2012,Pacos Ferreira,Benfica,1,2,A,2011-2012,1.0,0.0,H
P1,11/03/2012,Rio Ave,Setubal,3,0,H,2011-2012,2.0,0.0,H
P1,11/03/2012,Sp Lisbon,Guimaraes,5,0,H,2011-2012,1.0,0.0,H
P1,16/03/2012,Benfica,Beira Mar,3,1,H,2011-2012,2.0,0.0,H
P1,16/03/2012,Nacional,Porto,0,2,A,2011-2012,0.0,1.0,A
P1,17/03/2012,Feirense,Sp Braga,1,4,A,2011-2012,0.0,1.0,A
P1,17/03/2012,Leiria,Rio Ave,1,0,H,2011-2012,0.0,0.0,D
P1,18/03/2012,Academica,Pacos Ferreira,0,1,A,2011-2012,0.0,1.0,A
P1,18/03/2012,Guimaraes,Olhanense,2,2,D,2011-2012,2.0,0.0,H
P1,18/03/2012,Setubal,Maritimo,1,1,D,2011-2012,0.0,1.0,A
P1,19/03/2012,Gil Vicente,Sp Lisbon,2,0,H,2011-2012,1.0,0.0,H
P1,23/03/2012,Olhanense,Benfica,0,0,D,2011-2012,0.0,0.0,D
P1,24/03/2012,Sp Lisbon,Feirense,1,0,H,2011-2012,1.0,0.0,H
P1,25/03/2012,Beira Mar,Nacional,0,3,A,2011-2012,0.0,1.0,A
P1,25/03/2012,Pacos Ferreira,Porto,1,1,D,2011-2012,0.0,0.0,D
P1,25/03/2012,Rio Ave,Guimaraes,0,1,A,2011-2012,0.0,0.0,D
P1,25/03/2012,Setubal,Leiria,1,0,H,2011-2012,1.0,0.0,H
P1,26/03/2012,Maritimo,Gil Vicente,3,2,H,2011-2012,1.0,2.0,A
P1,26/03/2012,Sp Braga,Academica,2,1,H,2011-2012,2.0,0.0,H
P1,30/03/2012,Academica,Maritimo,0,1,A,2011-2012,0.0,0.0,D
P1,31/03/2012,Benfica,Sp Braga,2,1,H,2011-2012,0.0,0.0,D
P1,31/03/2012,Porto,Olhanense,2,0,H,2011-2012,1.0,0.0,H
P1,01/04/2012,Feirense,Beira Mar,1,3,A,2011-2012,0.0,2.0,A
P1,01/04/2012,Gil Vicente,Setubal,0,1,A,2011-2012,0.0,0.0,D
P1,01/04/2012,Guimaraes,Pacos Ferreira,3,1,H,2011-2012,1.0,0.0,H
P1,01/04/2012,Leiria,Sp Lisbon,0,1,A,2011-2012,0.0,0.0,D
P1,01/04/2012,Nacional,Rio Ave,2,1,H,2011-2012,1.0,0.0,H
P1,06/04/2012,Beira Mar,Academica,2,1,H,2011-2012,0.0,1.0,A
P1,06/04/2012,Leiria,Gil Vicente,0,0,D,2011-2012,0.0,0.0,D
P1,06/04/2012,Setubal,Guimaraes,1,0,H,2011-2012,0.0,0.0,D
P1,07/04/2012,Maritimo,Nacional,2,4,A,2011-2012,1.0,2.0,A
P1,07/04/2012,Olhanense,Pacos Ferreira,1,2,A,2011-2012,1.0,1.0,D
P1,07/04/2012,Rio Ave,Feirense,2,2,D,2011-2012,1.0,1.0,D
P1,07/04/2012,Sp Braga,Porto,0,1,A,2011-2012,0.0,0.0,D
P1,09/04/2012,Sp Lisbon,Benfica,1,0,H,2011-2012,1.0,0.0,H
P1,20/04/2012,Pacos Ferreira,Sp Braga,1,1,D,2011-2012,1.0,0.0,H
P1,21/04/2012,Benfica,Maritimo,4,1,H,2011-2012,2.0,0.0,H
P1,21/04/2012,Guimaraes,Leiria,3,2,H,2011-2012,0.0,0.0,D
P1,21/04/2012,Porto,Beira Mar,3,0,H,2011-2012,1.0,0.0,H
P1,22/04/2012,Feirense,Setubal,1,0,H,2011-2012,1.0,0.0,H
P1,22/04/2012,Gil Vicente,Rio Ave,0,0,D,2011-2012,0.0,0.0,D
P1,22/04/2012,Nacional,Sp Lisbon,2,3,A,2011-2012,1.0,2.0,A
P1,23/04/2012,Academica,Olhanense,0,1,A,2011-2012,0.0,0.0,D
P1,27/04/2012,Sp Braga,Olhanense,1,2,A,2011-2012,1.0,0.0,H
P1,28/04/2012,Gil Vicente,Guimaraes,3,1,H,2011-2012,1.0,1.0,D
P1,28/04/2012,Maritimo,Porto,0,2,A,2011-2012,0.0,1.0,A
P1,29/04/2012,Beira Mar,Pacos Ferreira,2,0,H,2011-2012,1.0,0.0,H
P1,29/04/2012,Leiria,Feirense,0,4,A,2011-2012,0.0,1.0,A
P1,29/04/2012,Rio Ave,Benfica,2,2,D,2011-2012,1.0,2.0,A
P1,29/04/2012,Setubal,Nacional,0,3,A,2011-2012,0.0,3.0,A
P1,30/04/2012,Sp Lisbon,Academica,2,1,H,2011-2012,1.0,1.0,D
P1,05/05/2012,Academica,Setubal,1,0,H,2011-2012,1.0,0.0,H
P1,05/05/2012,Benfica,Leiria,1,0,H,2011-2012,1.0,0.0,H
P1,05/05/2012,Feirense,Guimaraes,1,3,A,2011-2012,1.0,1.0,D
P1,05/05/2012,Nacional,Gil Vicente,3,1,H,2011-2012,1.0,1.0,D
P1,05/05/2012,Olhanense,Maritimo,0,0,D,2011-2012,0.0,0.0,D
P1,05/05/2012,Pacos Ferreira,Rio Ave,2,2,D,2011-2012,1.0,1.0,D
P1,05/05/2012,Porto,Sp Lisbon,2,0,H,2011-2012,0.0,0.0,D
P1,05/05/2012,Sp Braga,Beira Mar,1,0,H,2011-2012,0.0,0.0,D
P1,12/05/2012,Beira Mar,Olhanense,1,2,A,2011-2012,0.0,1.0,A
P1,12/05/2012,Gil Vicente,Feirense,3,1,H,2011-2012,1.0,0.0,H
P1,12/05/2012,Guimaraes,Academica,1,2,A,2011-2012,0.0,1.0,A
P1,12/05/2012,Leiria,Nacional,2,3,A,2011-2012,0.0,2.0,A
P1,12/05/2012,Maritimo,Pacos Ferreira,1,1,D,2011-2012,0.0,0.0,D
P1,12/05/2012,Rio Ave,Porto,2,5,A,2011-2012,1.0,2.0,A
P1,12/05/2012,Setubal,Benfica,1,3,A,2011-2012,1.0,1.0,D
P1,12/05/2012,Sp Lisbon,Sp Braga,3,2,H,2011-2012,1.0,0.0,H
P1,22/08/2008,Guimaraes,Setubal,1,1,D,2008-2009,1.0,0.0,H
P1,23/08/2008,Pacos Ferreira,Sp Braga,0,2,A,2008-2009,0.0,0.0,D
P1,23/08/2008,Sp Lisbon,Trofense,3,1,H,2008-2009,3.0,0.0,H
P1,24/08/2008,Est Amadora,Academica,1,0,H,2008-2009,0.0,0.0,D
P1,24/08/2008,Leixoes,Nacional,1,3,A,2008-2009,1.0,1.0,D
P1,24/08/2008,Naval,Maritimo,1,0,H,2008-2009,1.0,0.0,H
P1,24/08/2008,Porto,Belenenses,2,0,H,2008-2009,1.0,0.0,H
P1,24/08/2008,Rio Ave,Benfica,1,1,D,2008-2009,0.0,0.0,D
P1,29/08/2008,Belenenses,Pacos Ferreira,2,2,D,2008-2009,1.0,0.0,H
P1,30/08/2008,Benfica,Porto,1,1,D,2008-2009,0.0,1.0,A
P1,31/08/2008,Academica,Rio Ave,1,0,H,2008-2009,1.0,0.0,H
P1,31/08/2008,Nacional,Naval,2,1,H,2008-2009,0.0,0.0,D
P1,31/08/2008,Setubal,Est Amadora,1,0,H,2008-2009,1.0,0.0,H
P1,31/08/2008,Trofense,Leixoes,1,2,A,2008-2009,0.0,1.0,A
P1,01/09/2008,Maritimo,Guimaraes,0,1,A,2008-2009,0.0,1.0,A
P1,01/09/2008,Sp Braga,Sp Lisbon,0,1,A,2008-2009,0.0,1.0,A
P1,20/09/2008,Sp Lisbon,Belenenses,2,0,H,2008-2009,1.0,0.0,H
P1,21/09/2008,Academica,Setubal,1,0,H,2008-2009,0.0,0.0,D
P1,21/09/2008,Est Amadora,Maritimo,0,0,D,2008-2009,0.0,0.0,D
P1,21/09/2008,Leixoes,Sp Braga,2,0,H,2008-2009,1.0,0.0,H
P1,21/09/2008,Naval,Trofense,3,1,H,2008-2009,2.0,1.0,H
P1,21/09/2008,Rio Ave,Porto,0,0,D,2008-2009,0.0,0.0,D
P1,22/09/2008,Guimaraes,Nacional,0,2,A,2008-2009,0.0,1.0,A
P1,22/09/2008,Pacos Ferreira,Benfica,3,4,A,2008-2009,1.0,3.0,A
P1,26/09/2008,Porto,Pacos Ferreira,2,0,H,2008-2009,1.0,0.0,H
P1,27/09/2008,Benfica,Sp Lisbon,2,0,H,2008-2009,0.0,0.0,D
P1,27/09/2008,Setubal,Rio Ave,1,0,H,2008-2009,0.0,0.0,D
P1,27/09/2008,Sp Braga,Naval,1,1,D,2008-2009,1.0,0.0,H
P1,28/09/2008,Maritimo,Academica,2,0,H,2008-2009,1.0,0.0,H
P1,28/09/2008,Nacional,Est Amadora,1,2,A,2008-2009,0.0,1.0,A
P1,28/09/2008,Trofense,Guimaraes,1,3,A,2008-2009,0.0,2.0,A
P1,29/09/2008,Belenenses,Leixoes,0,1,A,2008-2009,0.0,0.0,D
P1,04/10/2008,Naval,Belenenses,1,1,D,2008-2009,0.0,0.0,D
P1,05/10/2008,Academica,Nacional,1,1,D,2008-2009,0.0,1.0,A
P1,05/10/2008,Est Amadora,Trofense,1,0,H,2008-2009,0.0,0.0,D
P1,05/10/2008,Rio Ave,Pacos Ferreira,3,2,H,2008-2009,1.0,0.0,H
P1,05/10/2008,Sp Lisbon,Porto,1,2,A,2008-2009,1.0,2.0,A
P1,06/10/2008,Guimaraes,Sp Braga,0,0,D,2008-2009,0.0,0.0,D
P1,06/10/2008,Leixoes,Benfica,1,1,D,2008-2009,0.0,1.0,A
P1,07/10/2008,Setubal,Maritimo,0,2,A,2008-2009,0.0,0.0,D
P1,24/10/2008,Trofense,Academica,0,0,D,2008-2009,0.0,0.0,D
P1,25/10/2008,Belenenses,Guimaraes,1,1,D,2008-2009,0.0,1.0,A
P1,25/10/2008,Porto,Leixoes,2,3,A,2008-2009,1.0,2.0,A
P1,26/10/2008,Benfica,Naval,2,1,H,2008-2009,0.0,0.0,D
P1,26/10/2008,Maritimo,Rio Ave,1,1,D,2008-2009,0.0,0.0,D
P1,26/10/2008,Nacional,Setubal,1,0,H,2008-2009,0.0,0.0,D
P1,26/10/2008,Pacos Ferreira,Sp Lisbon,0,0,D,2008-2009,0.0,0.0,D
P1,27/10/2008,Sp Braga,Est Amadora,5,0,H,2008-2009,2.0,0.0,H
P1,31/10/2008,Setubal,Trofense,0,2,A,2008-2009,0.0,1.0,A
P1,01/11/2008,Naval,Porto,1,0,H,2008-2009,0.0,0.0,D
P1,01/11/2008,Rio Ave,Sp Lisbon,0,1,A,2008-2009,0.0,1.0,A
P1,02/11/2008,Academica,Sp Braga,1,1,D,2008-2009,0.0,0.0,D
P1,02/11/2008,Est Amadora,Belenenses,1,1,D,2008-2009,1.0,1.0,D
P1,02/11/2008,Guimaraes,Benfica,1,2,A,2008-2009,1.0,2.0,A
P1,02/11/2008,Leixoes,Pacos Ferreira,2,1,H,2008-2009,2.0,0.0,H
P1,03/11/2008,Maritimo,Nacional,4,2,H,2008-2009,1.0,1.0,D
P1,14/11/2008,Trofense,Maritimo,0,2,A,2008-2009,0.0,0.0,D
P1,15/11/2008,Porto,Guimaraes,2,0,H,2008-2009,0.0,0.0,D
P1,15/11/2008,Sp Lisbon,Leixoes,0,1,A,2008-2009,0.0,0.0,D
P1,16/11/2008,Benfica,Est Amadora,1,0,H,2008-2009,0.0,0.0,D
P1,16/11/2008,Nacional,Rio Ave,0,0,D,2008-2009,0.0,0.0,D
P1,16/11/2008,Pacos Ferreira,Naval,2,1,H,2008-2009,2.0,1.0,H
P1,16/11/2008,Sp Braga,Setubal,1,0,H,2008-2009,1.0,0.0,H
P1,17/11/2008,Belenenses,Academica,1,0,H,2008-2009,1.0,0.0,H
P1,21/11/2008,Rio Ave,Leixoes,1,2,A,2008-2009,1.0,1.0,D
P1,22/11/2008,Maritimo,Sp Braga,0,0,D,2008-2009,0.0,0.0,D
P1,22/11/2008,Naval,Sp Lisbon,0,1,A,2008-2009,0.0,1.0,A
P1,23/11/2008,Academica,Benfica,0,2,A,2008-2009,0.0,1.0,A
P1,23/11/2008,Guimaraes,Pacos Ferreira,0,0,D,2008-2009,0.0,0.0,D
P1,23/11/2008,Nacional,Trofense,1,0,H,2008-2009,1.0,0.0,H
P1,24/11/2008,Setubal,Belenenses,2,0,H,2008-2009,1.0,0.0,H
P1,28/11/2008,Leixoes,Naval,1,1,D,2008-2009,0.0,0.0,D
P1,29/11/2008,Belenenses,Maritimo,0,2,A,2008-2009,0.0,1.0,A
P1,30/11/2008,Pacos Ferreira,Est Amadora,1,0,H,2008-2009,0.0,0.0,D
