Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,season,HTHG,HTAG,HTR
P1,30/04/2016,Tondela,Rio Ave,1,1,D,2015-2016,1.0,0.0,H
P1,01/05/2016,Arouca,Nacional,3,0,H,2015-2016,2.0,0.0,H
P1,01/05/2016,Estoril,Maritimo,2,1,H,2015-2016,0.0,1.0,A
P1,01/05/2016,Moreirense,Boavista,1,1,D,2015-2016,1.0,1.0,D
P1,01/05/2016,Uniao Madeira,Academica,3,1,H,2015-2016,1.0,0.0,H
P1,06/05/2016,Pacos Ferreira,Tondela,1,4,A,2015-2016,1.0,1.0,D
P1,07/05/2016,Academica,Sp Braga,0,0,D,2015-2016,0.0,0.0,D
P1,07/05/2016,Rio Ave,Porto,1,3,A,2015-2016,1.0,1.0,D
P1,07/05/2016,Sp Lisbon,Setubal,5,0,H,2015-2016,2.0,0.0,H
P1,08/05/2016,Boavista,Uniao Madeira,1,0,H,2015-2016,1.0,0.0,H
P1,08/05/2016,Guimaraes,Moreirense,4,1,H,2015-2016,1.0,1.0,D
P1,08/05/2016,Maritimo,Benfica,0,2,A,2015-2016,0.0,0.0,D
P1,08/05/2016,Nacional,Belenenses,2,2,D,2015-2016,1.0,0.0,H
P1,09/05/2016,Estoril,Arouca,1,1,D,2015-2016,0.0,1.0,A
P1,14/05/2016,Arouca,Guimaraes,2,2,D,2015-2016,0.0,2.0,A
P1,14/05/2016,Belenenses,Estoril,2,1,H,2015-2016,2.0,1.0,H
P1,14/05/2016,Porto,Boavista,4,0,H,2015-2016,1.0,0.0,H
P1,14/05/2016,Setubal,Pacos Ferreira,0,0,D,2015-2016,0.0,0.0,D
P1,14/05/2016,Tondela,Academica,2,0,H,2015-2016,1.0,0.0,H
P1,14/05/2016,Uniao Madeira,Rio Ave,1,2,A,2015-2016,1.0,0.0,H
P1,15/05/2016,Benfica,Nacional,4,1,H,2015-2016,2.0,0.0,H
P1,15/05/2016,Moreirense,Maritimo,2,1,H,2015-2016,1.0,0.0,H
P1,15/05/2016,Sp Braga,Sp Lisbon,0,4,A,2015-2016,0.0,2.0,A
P1,16/08/2003,Academica,Sp Lisbon,1,2,A,2003-2004,0.0,0.0,D
P1,17/08/2003,Boavista,Benfica,0,0,D,2003-2004,0.0,0.0,D
P1,17/08/2003,Gil Vicente,Alverca,0,1,A,2003-2004,0.0,0.0,D
P1,17/08/2003,Maritimo,Beira Mar,1,0,H,2003-2004,0.0,0.0,D
P1,17/08/2003,Moreirense,Rio Ave,1,0,H,2003-2004,0.0,0.0,D
P1,17/08/2003,Nacional,Pacos Ferreira,2,0,H,2003-2004,1.0,0.0,H
P1,17/08/2003,Porto,Sp Braga,2,0,H,2003-2004,1.0,0.0,H
P1,18/08/2003,Guimaraes,Leiria,1,0,H,2003-2004,0.0,0.0,D
P1,22/08/2003,Alverca,Maritimo,0,1,A,2003-2004,0.0,0.0,D
P1,23/08/2003,Benfica,Guimaraes,2,0,H,2003-2004,1.0,0.0,H
P1,23/08/2003,Leiria,Academica,0,2,A,2003-2004,0.0,2.0,A
P1,23/08/2003,Sp Lisbon,Belenenses,4,2,H,2003-2004,2.0,1.0,H
P1,24/08/2003,Est Amadora,Porto,1,1,D,2003-2004,0.0,0.0,D
P1,24/08/2003,Pacos Ferreira,Moreirense,1,0,H,2003-2004,0.0,0.0,D
P1,24/08/2003,Rio Ave,Gil Vicente,1,1,D,2003-2004,1.0,0.0,H
P1,24/08/2003,Sp Braga,Nacional,1,0,H,2003-2004,1.0,0.0,H
P1,25/08/2003,Beira Mar,Boavista,0,2,A,2003-2004,0.0,1.0,A
P1,30/08/2003,Boavista,Guimaraes,1,0,H,2003-2004,0.0,0.0,D
P1,30/08/2003,Moreirense,Sp Braga,0,2,A,2003-2004,0.0,1.0,A
P1,31/08/2003,Beira Mar,Alverca,1,0,H,2003-2004,1.0,0.0,H
P1,31/08/2003,Maritimo,Rio Ave,1,0,H,2003-2004,1.0,0.0,H
P1,31/08/2003,Nacional,Est Amadora,4,0,H,2003-2004,1.0,0.0,H
P1,01/09/2003,Belenenses,Leiria,1,1,D,2003-2004,1.0,0.0,H
P1,02/09/2003,Porto,Sp Lisbon,4,1,H,2003-2004,1.0,0.0,H
P1,03/09/2003,Gil Vicente,Pacos Ferreira,2,0,H,2003-2004,1.0,0.0,H
P1,07/09/2003,Belenenses,Est Amadora,4,0,H,2003-2004,1.0,0.0,H
P1,12/09/2003,Sp Braga,Gil Vicente,2,1,H,2003-2004,1.0,1.0,D
P1,13/09/2003,Est Amadora,Moreirense,1,2,A,2003-2004,1.0,1.0,D
P1,13/09/2003,Guimaraes,Academica,1,2,A,2003-2004,1.0,1.0,D
P1,13/09/2003,Leiria,Porto,1,3,A,2003-2004,0.0,1.0,A
P1,13/09/2003,Pacos Ferreira,Maritimo,0,1,A,2003-2004,0.0,0.0,D
P1,14/09/2003,Benfica,Belenenses,3,3,D,2003-2004,1.0,0.0,H
P1,14/09/2003,Rio Ave,Beira Mar,1,1,D,2003-2004,1.0,1.0,D
P1,14/09/2003,Sp Lisbon,Nacional,2,0,H,2003-2004,2.0,0.0,H
P1,15/09/2003,Alverca,Boavista,1,1,D,2003-2004,0.0,0.0,D
P1,19/09/2003,Maritimo,Sp Braga,1,1,D,2003-2004,0.0,1.0,A
P1,20/09/2003,Boavista,Academica,0,0,D,2003-2004,0.0,0.0,D
P1,20/09/2003,Moreirense,Sp Lisbon,1,0,H,2003-2004,0.0,0.0,D
P1,21/09/2003,Alverca,Rio Ave,1,0,H,2003-2004,0.0,0.0,D
P1,21/09/2003,Beira Mar,Pacos Ferreira,4,1,H,2003-2004,2.0,1.0,H
P1,21/09/2003,Gil Vicente,Est Amadora,5,1,H,2003-2004,1.0,1.0,D
P1,21/09/2003,Nacional,Leiria,0,2,A,2003-2004,0.0,1.0,A
P1,21/09/2003,Porto,Benfica,2,0,H,2003-2004,1.0,0.0,H
P1,22/09/2003,Belenenses,Guimaraes,2,0,H,2003-2004,1.0,0.0,H
P1,26/09/2003,Rio Ave,Boavista,1,2,A,2003-2004,0.0,1.0,A
P1,27/09/2003,Guimaraes,Porto,1,2,A,2003-2004,1.0,1.0,D
P1,28/09/2003,Academica,Belenenses,0,1,A,2003-2004,0.0,0.0,D
P1,28/09/2003,Benfica,Nacional,1,0,H,2003-2004,1.0,0.0,H
P1,28/09/2003,Est Amadora,Maritimo,1,0,H,2003-2004,1.0,0.0,H
P1,28/09/2003,Leiria,Moreirense,2,1,H,2003-2004,0.0,1.0,A
P1,28/09/2003,Pacos Ferreira,Alverca,0,3,A,2003-2004,0.0,0.0,D
P1,28/09/2003,Sp Braga,Beira Mar,0,2,A,2003-2004,0.0,1.0,A
P1,29/09/2003,Sp Lisbon,Gil Vicente,1,0,H,2003-2004,0.0,0.0,D
P1,03/10/2003,Boavista,Belenenses,1,1,D,2003-2004,0.0,1.0,A
P1,04/10/2003,Maritimo,Sp Lisbon,2,1,H,2003-2004,0.0,1.0,A
P1,04/10/2003,Moreirense,Benfica,1,4,A,2003-2004,0.0,2.0,A
P1,05/10/2003,Beira Mar,Est Amadora,3,0,H,2003-2004,2.0,0.0,H
P1,05/10/2003,Gil Vicente,Leiria,2,0,H,2003-2004,1.0,0.0,H
P1,05/10/2003,Nacional,Guimaraes,4,2,H,2003-2004,0.0,0.0,D
P1,05/10/2003,Porto,Academica,4,1,H,2003-2004,3.0,1.0,H
P1,05/10/2003,Rio Ave,Pacos Ferreira,2,1,H,2003-2004,0.0,0.0,D
P1,06/10/2003,Alverca,Sp Braga,1,2,A,2003-2004,0.0,1.0,A
P1,17/10/2003,Guimaraes,Moreirense,3,0,H,2003-2004,2.0,0.0,H
P1,18/10/2003,Academica,Nacional,0,1,A,2003-2004,0.0,0.0,D
P1,18/10/2003,Belenenses,Porto,1,4,A,2003-2004,1.0,2.0,A
P1,18/10/2003,Pacos Ferreira,Boavista,0,3,A,2003-2004,0.0,3.0,A
P1,19/10/2003,Benfica,Gil Vicente,2,1,H,2003-2004,1.0,1.0,D
P1,19/10/2003,Est Amadora,Alverca,0,3,A,2003-2004,0.0,1.0,A
P1,19/10/2003,Leiria,Maritimo,2,2,D,2003-2004,2.0,1.0,H
P1,19/10/2003,Sp Braga,Rio Ave,1,1,D,2003-2004,1.0,0.0,H
P1,20/10/2003,Sp Lisbon,Beira Mar,3,1,H,2003-2004,2.0,1.0,H
P1,24/10/2003,Pacos Ferreira,Sp Braga,0,1,A,2003-2004,0.0,0.0,D
P1,25/10/2003,Gil Vicente,Guimaraes,1,1,D,2003-2004,1.0,1.0,D
P1,26/10/2003,Alverca,Sp Lisbon,1,2,A,2003-2004,1.0,1.0,D
P1,26/10/2003,Beira Mar,Leiria,4,2,H,2003-2004,1.0,1.0,D
P1,26/10/2003,Moreirense,Academica,1,1,D,2003-2004,0.0,0.0,D
P1,26/10/2003,Nacional,Belenenses,4,0,H,2003-2004,1.0,0.0,H
P1,26/10/2003,Rio Ave,Est Amadora,3,1,H,2003-2004,1.0,1.0,D
P1,27/10/2003,Boavista,Porto,0,1,A,2003-2004,0.0,0.0,D
P1,29/10/2003,Academica,Benfica,1,3,A,2003-2004,1.0,2.0,A
P1,31/10/2003,Porto,Nacional,1,0,H,2003-2004,0.0,0.0,D
P1,01/11/2003,Est Amadora,Pacos Ferreira,0,1,A,2003-2004,0.0,1.0,A
P1,01/11/2003,Guimaraes,Maritimo,1,1,D,2003-2004,1.0,0.0,H
P1,01/11/2003,Sp Lisbon,Rio Ave,1,1,D,2003-2004,0.0,1.0,A
P1,02/11/2003,Academica,Gil Vicente,2,1,H,2003-2004,0.0,0.0,D
P1,02/11/2003,Belenenses,Moreirense,0,0,D,2003-2004,0.0,0.0,D
P1,02/11/2003,Benfica,Beira Mar,1,2,A,2003-2004,1.0,0.0,H
P1,02/11/2003,Leiria,Alverca,2,1,H,2003-2004,2.0,0.0,H
P1,03/11/2003,Sp Braga,Boavista,0,0,D,2003-2004,0.0,0.0,D
P1,07/11/2003,Gil Vicente,Belenenses,0,0,D,2003-2004,0.0,0.0,D
P1,08/11/2003,Boavista,Nacional,2,1,H,2003-2004,0.0,0.0,D
P1,08/11/2003,Maritimo,Academica,0,2,A,2003-2004,0.0,1.0,A
P1,08/11/2003,Sp Braga,Est Amadora,2,1,H,2003-2004,1.0,0.0,H
P1,09/11/2003,Alverca,Benfica,0,3,A,2003-2004,0.0,1.0,A
P1,09/11/2003,Beira Mar,Guimaraes,2,2,D,2003-2004,0.0,0.0,D
P1,09/11/2003,Moreirense,Porto,1,1,D,2003-2004,1.0,1.0,D
P1,09/11/2003,Rio Ave,Leiria,3,0,H,2003-2004,1.0,0.0,H
P1,10/11/2003,Pacos Ferreira,Sp Lisbon,1,2,A,2003-2004,0.0,1.0,A
P1,12/11/2003,Maritimo,Benfica,1,1,D,2003-2004,0.0,0.0,D
P1,28/11/2003,Est Amadora,Boavista,2,1,H,2003-2004,1.0,0.0,H
P1,29/11/2003,Belenenses,Maritimo,2,2,D,2003-2004,1.0,2.0,A
P1,30/11/2003,Academica,Beira Mar,0,1,A,2003-2004,0.0,0.0,D
P1,30/11/2003,Guimaraes,Alverca,2,2,D,2003-2004,2.0,1.0,H
P1,30/11/2003,Leiria,Pacos Ferreira,1,0,H,2003-2004,0.0,0.0,D
P1,30/11/2003,Nacional,Moreirense,3,1,H,2003-2004,2.0,1.0,H
P1,30/11/2003,Porto,Gil Vicente,4,1,H,2003-2004,1.0,0.0,H
P1,01/12/2003,Benfica,Rio Ave,2,0,H,2003-2004,1.0,0.0,H
P1,01/12/2003,Sp Lisbon,Sp Braga,2,0,H,2003-2004,1.0,0.0,H
P1,05/12/2003,Boavista,Moreirense,1,0,H,2003-2004,0.0,0.0,D
P1,05/12/2003,Maritimo,Porto,2,2,D,2003-2004,1.0,2.0,A
P1,07/12/2003,Alverca,Academica,2,1,H,2003-2004,2.0,0.0,H
P1,07/12/2003,Est Amadora,Sp Lisbon,1,4,A,2003-2004,1.0,2.0,A
P1,07/12/2003,Gil Vicente,Nacional,4,4,D,2003-2004,3.0,3.0,D
P1,07/12/2003,Pacos Ferreira,Benfica,0,3,A,2003-2004,0.0,2.0,A
P1,07/12/2003,Rio Ave,Guimaraes,1,0,H,2003-2004,0.0,0.0,D
P1,07/12/2003,Sp Braga,Leiria,3,1,H,2003-2004,1.0,0.0,H
P1,08/12/2003,Beira Mar,Belenenses,2,0,H,2003-2004,0.0,0.0,D
P1,12/12/2003,Guimaraes,Pacos Ferreira,1,1,D,2003-2004,0.0,0.0,D
P1,13/12/2003,Academica,Rio Ave,0,0,D,2003-2004,0.0,0.0,D
P1,13/12/2003,Benfica,Sp Braga,2,0,H,2003-2004,1.0,0.0,H
P1,13/12/2003,Leiria,Est Amadora,4,1,H,2003-2004,2.0,1.0,H
P1,13/12/2003,Sp Lisbon,Boavista,1,0,H,2003-2004,1.0,0.0,H
P1,14/12/2003,Belenenses,Alverca,2,0,H,2003-2004,1.0,0.0,H
P1,14/12/2003,Moreirense,Gil Vicente,0,0,D,2003-2004,0.0,0.0,D
P1,14/12/2003,Nacional,Maritimo,0,1,A,2003-2004,0.0,0.0,D
P1,14/12/2003,Porto,Beira Mar,3,0,H,2003-2004,1.0,0.0,H
P1,19/12/2003,Boavista,Gil Vicente,0,3,A,2003-2004,0.0,1.0,A
P1,20/12/2003,Sp Lisbon,Leiria,2,0,H,2003-2004,0.0,0.0,D
P1,21/12/2003,Beira Mar,Nacional,1,0,H,2003-2004,0.0,0.0,D
P1,21/12/2003,Est Amadora,Benfica,0,3,A,2003-2004,0.0,3.0,A
P1,21/12/2003,Maritimo,Moreirense,1,0,H,2003-2004,1.0,0.0,H
P1,21/12/2003,Pacos Ferreira,Academica,1,0,H,2003-2004,0.0,0.0,D
P1,21/12/2003,Rio Ave,Belenenses,4,1,H,2003-2004,2.0,0.0,H
P1,21/12/2003,Sp Braga,Guimaraes,2,1,H,2003-2004,2.0,0.0,H
P1,22/12/2003,Alverca,Porto,1,2,A,2003-2004,1.0,2.0,A
P1,03/01/2004,Belenenses,Pacos Ferreira,0,2,A,2003-2004,0.0,2.0,A
P1,04/01/2004,Benfica,Sp Lisbon,1,3,A,2003-2004,0.0,2.0,A
P1,04/01/2004,Boavista,Leiria,1,0,H,2003-2004,0.0,0.0,D
P1,04/01/2004,Gil Vicente,Maritimo,2,1,H,2003-2004,1.0,0.0,H
P1,04/01/2004,Guimaraes,Est Amadora,1,0,H,2003-2004,0.0,0.0,D
P1,04/01/2004,Moreirense,Beira Mar,3,1,H,2003-2004,2.0,0.0,H
P1,04/01/2004,Nacional,Alverca,3,0,H,2003-2004,2.0,0.0,H
P1,05/01/2004,Academica,Sp Braga,0,1,A,2003-2004,0.0,1.0,A
P1,05/01/2004,Porto,Rio Ave,1,0,H,2003-2004,0.0,0.0,D
P1,09/01/2004,Sp Lisbon,Guimaraes,2,1,H,2003-2004,2.0,1.0,H
P1,10/01/2004,Maritimo,Boavista,0,0,D,2003-2004,0.0,0.0,D
P1,10/01/2004,Pacos Ferreira,Porto,0,2,A,2003-2004,0.0,2.0,A
P1,10/01/2004,Rio Ave,Nacional,0,0,D,2003-2004,0.0,0.0,D
P1,11/01/2004,Alverca,Moreirense,1,2,A,2003-2004,1.0,0.0,H
P1,11/01/2004,Est Amadora,Academica,2,1,H,2003-2004,0.0,0.0,D
P1,11/01/2004,Leiria,Benfica,3,3,D,2003-2004,2.0,1.0,H
P1,11/01/2004,Sp Braga,Belenenses,2,1,H,2003-2004,0.0,0.0,D
P1,12/01/2004,Beira Mar,Gil Vicente,1,1,D,2003-2004,0.0,1.0,A
P1,16/01/2004,Beira Mar,Maritimo,2,2,D,2003-2004,0.0,1.0,A
P1,17/01/2004,Sp Braga,Porto,0,3,A,2003-2004,0.0,3.0,A
P1,17/01/2004,Sp Lisbon,Academica,2,0,H,2003-2004,1.0,0.0,H
P1,18/01/2004,Alverca,Gil Vicente,0,0,D,2003-2004,0.0,0.0,D
P1,18/01/2004,Benfica,Boavista,3,2,H,2003-2004,2.0,2.0,D
P1,18/01/2004,Pacos Ferreira,Nacional,1,1,D,2003-2004,0.0,0.0,D
P1,18/01/2004,Rio Ave,Moreirense,1,1,D,2003-2004,1.0,1.0,D
P1,19/01/2004,Est Amadora,Belenenses,2,2,D,2003-2004,0.0,2.0,A
P1,19/01/2004,Leiria,Guimaraes,0,0,D,2003-2004,0.0,0.0,D
P1,23/01/2004,Maritimo,Alverca,1,1,D,2003-2004,0.0,1.0,A
P1,24/01/2004,Belenenses,Sp Lisbon,1,3,A,2003-2004,1.0,1.0,D
P1,24/01/2004,Porto,Est Amadora,2,0,H,2003-2004,2.0,0.0,H
P1,25/01/2004,Academica,Leiria,1,2,A,2003-2004,0.0,2.0,A
P1,25/01/2004,Gil Vicente,Rio Ave,1,2,A,2003-2004,0.0,0.0,D
P1,25/01/2004,Guimaraes,Benfica,0,1,A,2003-2004,0.0,0.0,D
P1,25/01/2004,Moreirense,Pacos Ferreira,1,0,H,2003-2004,0.0,0.0,D
P1,25/01/2004,Nacional,Sp Braga,5,1,H,2003-2004,2.0,0.0,H
P1,26/01/2004,Boavista,Beira Mar,1,0,H,2003-2004,0.0,0.0,D
P1,30/01/2004,Sp Braga,Moreirense,1,1,D,2003-2004,0.0,1.0,A
P1,31/01/2004,Sp Lisbon,Porto,1,1,D,2003-2004,0.0,1.0,A
P1,01/02/2004,Est Amadora,Nacional,0,1,A,2003-2004,0.0,1.0,A
P1,01/02/2004,Guimaraes,Boavista,1,1,D,2003-2004,0.0,0.0,D
P1,01/02/2004,Leiria,Belenenses,1,1,D,2003-2004,0.0,0.0,D
P1,01/02/2004,Pacos Ferreira,Gil Vicente,3,2,H,2003-2004,1.0,2.0,A
P1,01/02/2004,Rio Ave,Maritimo,2,1,H,2003-2004,1.0,0.0,H
P1,02/02/2004,Alverca,Beira Mar,1,2,A,2003-2004,0.0,0.0,D
P1,03/02/2004,Benfica,Academica,2,0,H,2003-2004,1.0,0.0,H
P1,06/02/2004,Gil Vicente,Sp Braga,1,0,H,2003-2004,1.0,0.0,H
P1,07/02/2004,Nacional,Sp Lisbon,3,3,D,2003-2004,1.0,1.0,D
P1,07/02/2004,Porto,Leiria,2,1,H,2003-2004,2.0,0.0,H
P1,08/02/2004,Academica,Guimaraes,1,1,D,2003-2004,0.0,1.0,A
P1,08/02/2004,Beira Mar,Rio Ave,1,1,D,2003-2004,1.0,1.0,D
P1,08/02/2004,Belenenses,Benfica,0,2,A,2003-2004,0.0,0.0,D
P1,08/02/2004,Maritimo,Pacos Ferreira,2,0,H,2003-2004,1.0,0.0,H
P1,08/02/2004,Moreirense,Est Amadora,1,0,H,2003-2004,1.0,0.0,H
P1,09/02/2004,Boavista,Alverca,2,1,H,2003-2004,0.0,1.0,A
P1,13/02/2004,Sp Lisbon,Moreirense,1,0,H,2003-2004,1.0,0.0,H
P1,14/02/2004,Academica,Boavista,1,0,H,2003-2004,0.0,0.0,D
P1,15/02/2004,Benfica,Porto,1,1,D,2003-2004,0.0,1.0,A
P1,15/02/2004,Est Amadora,Gil Vicente,1,1,D,2003-2004,1.0,0.0,H
P1,15/02/2004,Leiria,Nacional,0,1,A,2003-2004,0.0,0.0,D
P1,15/02/2004,Pacos Ferreira,Beira Mar,2,1,H,2003-2004,2.0,0.0,H
P1,15/02/2004,Sp Braga,Maritimo,0,0,D,2003-2004,0.0,0.0,D
P1,16/02/2004,Guimaraes,Belenenses,0,1,A,2003-2004,0.0,0.0,D
P1,16/02/2004,Rio Ave,Alverca,1,2,A,2003-2004,1.0,2.0,A
P1,20/02/2004,Beira Mar,Sp Braga,0,2,A,2003-2004,0.0,0.0,D
P1,21/02/2004,Belenenses,Academica,0,5,A,2003-2004,0.0,2.0,A
P1,21/02/2004,Porto,Guimaraes,3,0,H,2003-2004,2.0,0.0,H
P1,22/02/2004,Alverca,Pacos Ferreira,2,1,H,2003-2004,2.0,1.0,H
P1,22/02/2004,Gil Vicente,Sp Lisbon,1,1,D,2003-2004,1.0,0.0,H
P1,22/02/2004,Maritimo,Est Amadora,1,0,H,2003-2004,0.0,0.0,D
P1,22/02/2004,Moreirense,Leiria,0,0,D,2003-2004,0.0,0.0,D
P1,22/02/2004,Nacional,Benfica,3,2,H,2003-2004,1.0,1.0,D
P1,23/02/2004,Boavista,Rio Ave,1,1,D,2003-2004,1.0,0.0,H
P1,27/02/2004,Guimaraes,Nacional,2,1,H,2003-2004,1.0,0.0,H
P1,28/02/2004,Belenenses,Boavista,1,1,D,2003-2004,1.0,0.0,H
P1,28/02/2004,Sp Lisbon,Maritimo,1,0,H,2003-2004,0.0,0.0,D
P1,29/02/2004,Benfica,Moreirense,1,1,D,2003-2004,0.0,0.0,D
P1,29/02/2004,Est Amadora,Beira Mar,2,2,D,2003-2004,1.0,1.0,D
P1,29/02/2004,Leiria,Gil Vicente,2,2,D,2003-2004,0.0,1.0,A
P1,29/02/2004,Pacos Ferreira,Rio Ave,1,2,A,2003-2004,0.0,1.0,A
P1,01/03/2004,Academica,Porto,0,1,A,2003-2004,0.0,0.0,D
P1,01/03/2004,Sp Braga,Alverca,0,0,D,2003-2004,0.0,0.0,D
P1,05/03/2004,Porto,Belenenses,4,1,H,2003-2004,1.0,0.0,H
P1,06/03/2004,Beira Mar,Sp Lisbon,0,2,A,2003-2004,0.0,2.0,A
P1,06/03/2004,Boavista,Pacos Ferreira,1,1,D,2003-2004,1.0,1.0,D
P1,07/03/2004,Alverca,Est Amadora,3,0,H,2003-2004,2.0,0.0,H
P1,07/03/2004,Gil Vicente,Benfica,1,2,A,2003-2004,0.0,1.0,A
P1,07/03/2004,Maritimo,Leiria,2,2,D,2003-2004,1.0,2.0,A
P1,07/03/2004,Moreirense,Guimaraes,1,1,D,2003-2004,0.0,1.0,A
P1,07/03/2004,Nacional,Academica,2,1,H,2003-2004,0.0,1.0,A
P1,08/03/2004,Rio Ave,Sp Braga,0,0,D,2003-2004,0.0,0.0,D
P1,13/03/2004,Belenenses,Nacional,0,1,A,2003-2004,0.0,1.0,A
P1,13/03/2004,Porto,Boavista,1,0,H,2003-2004,0.0,0.0,D
P1,13/03/2004,Sp Braga,Pacos Ferreira,2,1,H,2003-2004,1.0,0.0,H
P1,14/03/2004,Academica,Moreirense,0,3,A,2003-2004,0.0,2.0,A
P1,14/03/2004,Benfica,Maritimo,1,0,H,2003-2004,0.0,0.0,D
P1,14/03/2004,Est Amadora,Rio Ave,1,4,A,2003-2004,0.0,0.0,D
P1,14/03/2004,Guimaraes,Gil Vicente,0,2,A,2003-2004,0.0,1.0,A
P1,14/03/2004,Leiria,Beira Mar,2,1,H,2003-2004,2.0,1.0,H
P1,15/03/2004,Sp Lisbon,Alverca,2,0,H,2003-2004,1.0,0.0,H
P1,19/03/2004,Maritimo,Guimaraes,1,1,D,2003-2004,0.0,1.0,A
P1,20/03/2004,Rio Ave,Sp Lisbon,4,0,H,2003-2004,3.0,0.0,H
P1,21/03/2004,Alverca,Leiria,1,4,A,2003-2004,0.0,3.0,A
P1,21/03/2004,Beira Mar,Benfica,0,1,A,2003-2004,0.0,0.0,D
P1,21/03/2004,Boavista,Sp Braga,1,1,D,2003-2004,0.0,0.0,D
P1,21/03/2004,Gil Vicente,Academica,0,1,A,2003-2004,0.0,0.0,D
P1,21/03/2004,Pacos Ferreira,Est Amadora,1,0,H,2003-2004,1.0,0.0,H
P1,22/03/2004,Moreirense,Belenenses,0,0,D,2003-2004,0.0,0.0,D
P1,26/03/2004,Academica,Maritimo,2,0,H,2003-2004,1.0,0.0,H
P1,27/03/2004,Nacional,Boavista,1,0,H,2003-2004,0.0,0.0,D
P1,27/03/2004,Sp Lisbon,Pacos Ferreira,1,0,H,2003-2004,0.0,0.0,D
P1,28/03/2004,Benfica,Alverca,2,0,H,2003-2004,2.0,0.0,H
P1,28/03/2004,Est Amadora,Sp Braga,0,1,A,2003-2004,0.0,0.0,D
P1,28/03/2004,Guimaraes,Beira Mar,2,0,H,2003-2004,1.0,0.0,H
P1,28/03/2004,Leiria,Rio Ave,1,1,D,2003-2004,0.0,1.0,A
P1,28/03/2004,Porto,Moreirense,1,0,H,2003-2004,0.0,0.0,D
P1,29/03/2004,Belenenses,Gil Vicente,2,0,H,2003-2004,1.0,0.0,H
P1,02/04/2004,Alverca,Guimaraes,0,1,A,2003-2004,0.0,0.0,D
P1,03/04/2004,Boavista,Est Amadora,1,2,A,2003-2004,1.0,1.0,D
P1,03/04/2004,Gil Vicente,Porto,2,0,H,2003-2004,0.0,0.0,D
P1,04/04/2004,Beira Mar,Academica,0,0,D,2003-2004,0.0,0.0,D
P1,04/04/2004,Moreirense,Nacional,2,1,H,2003-2004,1.0,0.0,H
P1,04/04/2004,Pacos Ferreira,Leiria,1,2,A,2003-2004,0.0,0.0,D
P1,04/04/2004,Rio Ave,Benfica,1,1,D,2003-2004,0.0,0.0,D
P1,04/04/2004,Sp Braga,Sp Lisbon,2,3,A,2003-2004,0.0,2.0,A
P1,05/04/2004,Maritimo,Belenenses,2,0,H,2003-2004,2.0,0.0,H
P1,09/04/2004,Moreirense,Boavista,2,1,H,2003-2004,1.0,0.0,H
P1,10/04/2004,Academica,Alverca,4,0,H,2003-2004,1.0,0.0,H
P1,10/04/2004,Benfica,Pacos Ferreira,2,1,H,2003-2004,0.0,0.0,D
P1,10/04/2004,Guimaraes,Rio Ave,2,0,H,2003-2004,1.0,0.0,H
P1,10/04/2004,Leiria,Sp Braga,2,2,D,2003-2004,1.0,1.0,D
P1,10/04/2004,Nacional,Gil Vicente,2,1,H,2003-2004,1.0,1.0,D
P1,10/04/2004,Porto,Maritimo,1,0,H,2003-2004,0.0,0.0,D
P1,10/04/2004,Sp Lisbon,Est Amadora,4,0,H,2003-2004,1.0,0.0,H
P1,12/04/2004,Belenenses,Beira Mar,1,0,H,2003-2004,1.0,0.0,H
P1,14/04/2004,Nacional,Porto,0,0,D,2003-2004,0.0,0.0,D
P1,17/04/2004,Boavista,Sp Lisbon,2,1,H,2003-2004,0.0,0.0,D
P1,17/04/2004,Est Amadora,Leiria,0,0,D,2003-2004,0.0,0.0,D
P1,17/04/2004,Sp Braga,Benfica,0,3,A,2003-2004,0.0,3.0,A
P1,18/04/2004,Alverca,Belenenses,1,0,H,2003-2004,1.0,0.0,H
P1,18/04/2004,Beira Mar,Porto,0,0,D,2003-2004,0.0,0.0,D
P1,18/04/2004,Gil Vicente,Moreirense,1,0,H,2003-2004,1.0,0.0,H
P1,18/04/2004,Pacos Ferreira,Guimaraes,1,0,H,2003-2004,0.0,0.0,D
P1,18/04/2004,Rio Ave,Academica,3,2,H,2003-2004,1.0,2.0,A
P1,19/04/2004,Maritimo,Nacional,2,0,H,2003-2004,1.0,0.0,H
P1,23/04/2004,Gil Vicente,Boavista,0,1,A,2003-2004,0.0,0.0,D
P1,24/04/2004,Benfica,Est Amadora,3,1,H,2003-2004,2.0,0.0,H
P1,24/04/2004,Leiria,Sp Lisbon,1,0,H,2003-2004,0.0,0.0,D
P1,25/04/2004,Academica,Pacos Ferreira,3,2,H,2003-2004,1.0,0.0,H
P1,25/04/2004,Belenenses,Rio Ave,3,0,H,2003-2004,2.0,0.0,H
P1,25/04/2004,Moreirense,Maritimo,3,0,H,2003-2004,1.0,0.0,H
P1,25/04/2004,Nacional,Beira Mar,3,0,H,2003-2004,1.0,0.0,H
P1,25/04/2004,Porto,Alverca,1,0,H,2003-2004,0.0,0.0,D
P1,26/04/2004,Guimaraes,Sp Braga,1,0,H,2003-2004,0.0,0.0,D
P1,30/04/2004,Rio Ave,Porto,1,0,H,2003-2004,1.0,0.0,H
P1,02/05/2004,Alverca,Nacional,2,1,H,2003-2004,0.0,1.0,A
