Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,season,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR
F1,23/05/2021,Nantes,Montpellier,1,2,A,1.0,1.0,D,2020-2021,15.0,8.0,5.0,5.0,8.0,11.0,9.0,5.0,2.0,2.0,0.0,0.0
F1,23/05/2021,Reims,Bordeaux,1,2,A,1.0,1.0,D,2020-2021,10.0,12.0,3.0,5.0,11.0,6.0,5.0,2.0,1.0,1.0,0.0,0.0
F1,23/05/2021,Rennes,Nimes,2,0,H,1.0,0.0,H,2020-2021,13.0,9.0,6.0,2.0,11.0,10.0,4.0,3.0,1.0,0.0,0.0,0.0
F1,23/05/2021,St Etienne,Dijon,0,1,A,0.0,1.0,A,2020-2021,19.0,10.0,5.0,2.0,13.0,10.0,9.0,3.0,1.0,0.0,0.0,0.0
F1,23/05/2021,Strasbourg,Lorient,1,1,D,1.0,0.0,H,2020-2021,6.0,7.0,2.0,1.0,17.0,9.0,2.0,3.0,1.0,1.0,0.0,0.0
F1,06/08/2021,Monaco,Nantes,1,1,D,1.0,1.0,D,2021-2022,15.0,5.0,3.0,1.0,6.0,14.0,5.0,2.0,0.0,0.0,0.0,0.0
F1,07/08/2021,Lyon,Brest,1,1,D,0.0,1.0,A,2021-2022,17.0,13.0,4.0,8.0,10.0,12.0,9.0,4.0,1.0,1.0,0.0,0.0
F1,07/08/2021,Troyes,Paris SG,1,2,A,1.0,2.0,A,2021-2022,15.0,12.0,7.0,3.0,3.0,15.0,9.0,1.0,1.0,4.0,0.0,0.0
F1,08/08/2021,Rennes,Lens,1,1,D,1.0,1.0,D,2021-2022,10.0,11.0,2.0,6.0,10.0,14.0,3.0,9.0,0.0,2.0,0.0,0.0
F1,08/08/2021,Bordeaux,Clermont,0,2,A,0.0,0.0,D,2021-2022,10.0,19.0,6.0,10.0,13.0,9.0,5.0,10.0,1.0,0.0,0.0,0.0
F1,08/08/2021,Nice,Reims,0,0,D,0.0,0.0,D,2021-2022,12.0,5.0,2.0,0.0,10.0,8.0,4.0,2.0,1.0,1.0,0.0,0.0
F1,08/08/2021,St Etienne,Lorient,1,1,D,0.0,0.0,D,2021-2022,20.0,12.0,3.0,3.0,10.0,14.0,8.0,4.0,2.0,3.0,0.0,0.0
F1,08/08/2021,Strasbourg,Angers,0,2,A,0.0,0.0,D,2021-2022,7.0,9.0,1.0,2.0,18.0,18.0,5.0,4.0,2.0,3.0,0.0,0.0
F1,08/08/2021,Metz,Lille,3,3,D,2.0,1.0,H,2021-2022,12.0,18.0,5.0,7.0,9.0,10.0,4.0,5.0,1.0,2.0,1.0,0.0
F1,08/08/2021,Montpellier,Marseille,2,3,A,2.0,0.0,H,2021-2022,8.0,21.0,1.0,7.0,10.0,5.0,6.0,11.0,0.0,1.0,0.0,0.0
F1,13/08/2021,Lorient,Monaco,1,0,H,1.0,0.0,H,2021-2022,2.0,12.0,2.0,3.0,17.0,15.0,0.0,6.0,3.0,2.0,0.0,0.0
F1,14/08/2021,Lille,Nice,0,4,A,0.0,3.0,A,2021-2022,11.0,11.0,2.0,7.0,9.0,13.0,8.0,7.0,3.0,1.0,0.0,0.0
F1,14/08/2021,Paris SG,Strasbourg,4,2,H,3.0,0.0,H,2021-2022,11.0,8.0,6.0,2.0,6.0,18.0,4.0,4.0,1.0,4.0,0.0,1.0
F1,15/08/2021,Angers,Lyon,3,0,H,1.0,0.0,H,2021-2022,13.0,8.0,6.0,3.0,11.0,17.0,6.0,4.0,1.0,5.0,0.0,1.0
F1,15/08/2021,Brest,Rennes,1,1,D,0.0,0.0,D,2021-2022,10.0,6.0,5.0,2.0,7.0,16.0,6.0,11.0,2.0,3.0,0.0,0.0
F1,15/08/2021,Clermont,Troyes,2,0,H,0.0,0.0,D,2021-2022,18.0,6.0,8.0,1.0,6.0,11.0,9.0,2.0,1.0,3.0,0.0,1.0
F1,15/08/2021,Nantes,Metz,2,0,H,1.0,0.0,H,2021-2022,11.0,10.0,7.0,5.0,18.0,11.0,6.0,6.0,2.0,0.0,0.0,0.0
F1,15/08/2021,Reims,Montpellier,3,3,D,2.0,3.0,A,2021-2022,19.0,15.0,9.0,5.0,11.0,12.0,8.0,7.0,2.0,1.0,0.0,0.0
F1,15/08/2021,Lens,St Etienne,2,2,D,1.0,1.0,D,2021-2022,22.0,12.0,7.0,7.0,10.0,17.0,7.0,2.0,1.0,6.0,0.0,0.0
F1,15/08/2021,Marseille,Bordeaux,2,2,D,2.0,0.0,H,2021-2022,10.0,8.0,2.0,2.0,6.0,11.0,3.0,4.0,2.0,2.0,1.0,0.0
F1,20/08/2021,Brest,Paris SG,2,4,A,1.0,2.0,A,2021-2022,11.0,16.0,3.0,8.0,8.0,7.0,3.0,9.0,1.0,2.0,0.0,0.0
F1,21/08/2021,Monaco,Lens,0,2,A,0.0,0.0,D,2021-2022,9.0,4.0,2.0,2.0,11.0,14.0,13.0,3.0,1.0,1.0,1.0,1.0
F1,21/08/2021,St Etienne,Lille,1,1,D,0.0,1.0,A,2021-2022,10.0,8.0,2.0,6.0,14.0,10.0,5.0,3.0,1.0,3.0,0.0,0.0
F1,22/08/2021,Lyon,Clermont,3,3,D,3.0,1.0,H,2021-2022,21.0,17.0,9.0,5.0,10.0,6.0,5.0,8.0,2.0,2.0,0.0,0.0
F1,22/08/2021,Bordeaux,Angers,1,1,D,1.0,1.0,D,2021-2022,14.0,6.0,5.0,3.0,19.0,5.0,3.0,3.0,2.0,0.0,0.0,0.0
F1,22/08/2021,Metz,Reims,1,1,D,1.0,1.0,D,2021-2022,10.0,12.0,4.0,3.0,19.0,14.0,5.0,8.0,4.0,2.0,1.0,1.0
F1,22/08/2021,Montpellier,Lorient,3,1,H,0.0,1.0,A,2021-2022,32.0,5.0,11.0,4.0,8.0,13.0,5.0,1.0,0.0,6.0,0.0,2.0
F1,22/08/2021,Strasbourg,Troyes,1,1,D,0.0,1.0,A,2021-2022,14.0,10.0,4.0,6.0,16.0,17.0,6.0,3.0,3.0,1.0,0.0,0.0
F1,22/08/2021,Rennes,Nantes,1,0,H,0.0,0.0,D,2021-2022,14.0,4.0,5.0,1.0,14.0,13.0,6.0,2.0,2.0,2.0,0.0,0.0
F1,27/08/2021,Nantes,Lyon,0,1,A,0.0,1.0,A,2021-2022,18.0,12.0,5.0,5.0,7.0,11.0,6.0,6.0,2.0,2.0,0.0,1.0
F1,28/08/2021,Nice,Bordeaux,4,0,H,3.0,0.0,H,2021-2022,11.0,13.0,5.0,4.0,18.0,11.0,3.0,0.0,3.0,2.0,0.0,0.0
F1,28/08/2021,Marseille,St Etienne,3,1,H,1.0,1.0,D,2021-2022,19.0,11.0,5.0,7.0,11.0,18.0,5.0,4.0,1.0,3.0,0.0,0.0
F1,29/08/2021,Troyes,Monaco,1,2,A,0.0,1.0,A,2021-2022,12.0,7.0,3.0,4.0,11.0,11.0,5.0,3.0,1.0,2.0,0.0,0.0
F1,29/08/2021,Angers,Rennes,2,0,H,0.0,0.0,D,2021-2022,16.0,7.0,4.0,2.0,14.0,10.0,3.0,1.0,1.0,2.0,0.0,1.0
F1,29/08/2021,Clermont,Metz,2,2,D,1.0,2.0,A,2021-2022,16.0,12.0,4.0,4.0,11.0,15.0,6.0,3.0,1.0,2.0,0.0,0.0
F1,29/08/2021,Lens,Lorient,2,2,D,1.0,2.0,A,2021-2022,19.0,15.0,9.0,7.0,10.0,10.0,8.0,4.0,2.0,4.0,0.0,0.0
F1,29/08/2021,Strasbourg,Brest,3,1,H,2.0,1.0,H,2021-2022,11.0,11.0,5.0,5.0,12.0,10.0,1.0,9.0,1.0,1.0,0.0,0.0
F1,29/08/2021,Lille,Montpellier,2,1,H,1.0,1.0,D,2021-2022,15.0,6.0,4.0,3.0,15.0,19.0,3.0,4.0,3.0,7.0,0.0,1.0
F1,29/08/2021,Reims,Paris SG,0,2,A,0.0,1.0,A,2021-2022,11.0,12.0,4.0,3.0,13.0,13.0,3.0,3.0,1.0,3.0,0.0,0.0
F1,10/09/2021,Lorient,Lille,2,1,H,1.0,1.0,D,2021-2022,14.0,9.0,7.0,3.0,13.0,11.0,2.0,5.0,2.0,2.0,0.0,0.0
F1,11/09/2021,Paris SG,Clermont,4,0,H,2.0,0.0,H,2021-2022,13.0,14.0,7.0,2.0,13.0,9.0,4.0,4.0,0.0,1.0,0.0,0.0
F1,11/09/2021,Monaco,Marseille,0,2,A,0.0,1.0,A,2021-2022,7.0,13.0,0.0,5.0,17.0,8.0,3.0,2.0,4.0,1.0,0.0,0.0
F1,12/09/2021,Montpellier,St Etienne,2,0,H,1.0,0.0,H,2021-2022,11.0,14.0,4.0,2.0,15.0,17.0,7.0,6.0,1.0,4.0,0.0,0.0
F1,12/09/2021,Bordeaux,Lens,2,3,A,0.0,2.0,A,2021-2022,11.0,12.0,3.0,5.0,8.0,11.0,2.0,7.0,3.0,2.0,0.0,0.0
F1,12/09/2021,Brest,Angers,1,1,D,0.0,0.0,D,2021-2022,12.0,8.0,6.0,2.0,19.0,9.0,5.0,3.0,3.0,2.0,1.0,0.0
F1,12/09/2021,Metz,Troyes,0,2,A,0.0,0.0,D,2021-2022,16.0,10.0,2.0,5.0,15.0,14.0,2.0,1.0,2.0,1.0,0.0,0.0
F1,12/09/2021,Rennes,Reims,0,2,A,0.0,1.0,A,2021-2022,9.0,7.0,1.0,3.0,18.0,11.0,4.0,6.0,1.0,2.0,0.0,0.0
F1,12/09/2021,Nantes,Nice,0,2,A,0.0,0.0,D,2021-2022,19.0,9.0,7.0,3.0,7.0,13.0,8.0,3.0,2.0,3.0,0.0,0.0
F1,12/09/2021,Lyon,Strasbourg,3,1,H,1.0,0.0,H,2021-2022,14.0,12.0,7.0,4.0,8.0,11.0,4.0,6.0,2.0,1.0,0.0,0.0
F1,17/09/2021,Strasbourg,Metz,3,0,H,3.0,0.0,H,2021-2022,10.0,15.0,6.0,5.0,16.0,8.0,3.0,7.0,2.0,4.0,0.0,0.0
F1,18/09/2021,Lens,Lille,1,0,H,0.0,0.0,D,2021-2022,13.0,6.0,4.0,2.0,12.0,8.0,4.0,3.0,2.0,2.0,0.0,0.0
F1,18/09/2021,St Etienne,Bordeaux,1,2,A,0.0,1.0,A,2021-2022,12.0,13.0,5.0,3.0,9.0,11.0,7.0,2.0,1.0,4.0,0.0,0.0
F1,19/09/2021,Nice,Monaco,2,2,D,0.0,1.0,A,2021-2022,12.0,8.0,3.0,3.0,17.0,12.0,5.0,2.0,2.0,3.0,0.0,0.0
F1,19/09/2021,Angers,Nantes,1,4,A,1.0,3.0,A,2021-2022,10.0,8.0,5.0,4.0,10.0,16.0,10.0,5.0,2.0,2.0,0.0,0.0
F1,19/09/2021,Clermont,Brest,1,1,D,0.0,0.0,D,2021-2022,7.0,5.0,4.0,1.0,7.0,19.0,3.0,5.0,1.0,1.0,1.0,0.0
F1,19/09/2021,Reims,Lorient,0,0,D,0.0,0.0,D,2021-2022,10.0,6.0,2.0,3.0,12.0,14.0,5.0,6.0,2.0,3.0,0.0,0.0
F1,19/09/2021,Troyes,Montpellier,1,1,D,1.0,0.0,H,2021-2022,8.0,6.0,3.0,2.0,16.0,11.0,1.0,6.0,4.0,4.0,0.0,1.0
F1,19/09/2021,Marseille,Rennes,2,0,H,0.0,0.0,D,2021-2022,17.0,13.0,6.0,2.0,5.0,17.0,6.0,7.0,0.0,2.0,0.0,0.0
F1,19/09/2021,Paris SG,Lyon,2,1,H,0.0,0.0,D,2021-2022,14.0,12.0,5.0,5.0,13.0,19.0,10.0,4.0,3.0,1.0,0.0,0.0
F1,22/09/2021,Lille,Reims,2,1,H,2.0,0.0,H,2021-2022,7.0,11.0,4.0,5.0,16.0,14.0,4.0,4.0,2.0,1.0,0.0,0.0
F1,22/09/2021,Monaco,St Etienne,3,1,H,1.0,1.0,D,2021-2022,14.0,9.0,6.0,3.0,16.0,13.0,6.0,3.0,1.0,1.0,0.0,1.0
F1,22/09/2021,Montpellier,Bordeaux,3,3,D,1.0,2.0,A,2021-2022,15.0,15.0,6.0,7.0,10.0,8.0,6.0,6.0,0.0,2.0,0.0,0.0
F1,22/09/2021,Nantes,Brest,3,1,H,1.0,0.0,H,2021-2022,14.0,10.0,6.0,2.0,8.0,13.0,4.0,4.0,1.0,2.0,0.0,0.0
F1,22/09/2021,Rennes,Clermont,6,0,H,2.0,0.0,H,2021-2022,21.0,4.0,10.0,1.0,14.0,5.0,5.0,7.0,2.0,1.0,0.0,0.0
F1,22/09/2021,Angers,Marseille,0,0,D,0.0,0.0,D,2021-2022,9.0,6.0,1.0,1.0,9.0,7.0,4.0,2.0,1.0,3.0,0.0,0.0
F1,22/09/2021,Lens,Strasbourg,0,1,A,0.0,0.0,D,2021-2022,17.0,6.0,4.0,1.0,14.0,7.0,7.0,3.0,2.0,3.0,1.0,0.0
F1,22/09/2021,Lorient,Nice,1,0,H,1.0,0.0,H,2021-2022,8.0,13.0,1.0,1.0,12.0,16.0,6.0,5.0,2.0,4.0,1.0,0.0
F1,22/09/2021,Lyon,Troyes,3,1,H,0.0,1.0,A,2021-2022,15.0,12.0,8.0,7.0,7.0,9.0,7.0,3.0,1.0,3.0,0.0,0.0
F1,22/09/2021,Metz,Paris SG,1,2,A,1.0,1.0,D,2021-2022,6.0,15.0,2.0,5.0,12.0,12.0,3.0,3.0,6.0,2.0,1.0,0.0
F1,25/09/2021,St Etienne,Nice,0,3,A,0.0,1.0,A,2021-2022,11.0,14.0,6.0,9.0,9.0,13.0,2.0,9.0,0.0,2.0,0.0,0.0
F1,25/09/2021,Strasbourg,Lille,1,2,A,0.0,1.0,A,2021-2022,10.0,16.0,3.0,7.0,16.0,12.0,8.0,8.0,4.0,4.0,1.0,0.0
F1,25/09/2021,Lyon,Lorient,1,1,D,0.0,1.0,A,2021-2022,12.0,12.0,2.0,5.0,9.0,10.0,9.0,3.0,1.0,2.0,1.0,0.0
F1,25/09/2021,Paris SG,Montpellier,2,0,H,1.0,0.0,H,2021-2022,16.0,10.0,5.0,4.0,10.0,8.0,8.0,7.0,0.0,1.0,0.0,0.0
F1,26/09/2021,Bordeaux,Rennes,1,1,D,0.0,0.0,D,2021-2022,10.0,18.0,3.0,8.0,6.0,20.0,8.0,6.0,1.0,4.0,0.0,0.0
F1,26/09/2021,Brest,Metz,1,2,A,0.0,1.0,A,2021-2022,11.0,6.0,2.0,4.0,16.0,16.0,4.0,3.0,3.0,2.0,0.0,0.0
F1,26/09/2021,Reims,Nantes,3,1,H,0.0,0.0,D,2021-2022,9.0,11.0,5.0,2.0,14.0,10.0,3.0,7.0,1.0,1.0,0.0,0.0
F1,26/09/2021,Troyes,Angers,1,1,D,1.0,0.0,H,2021-2022,6.0,17.0,3.0,6.0,9.0,8.0,2.0,9.0,4.0,2.0,1.0,0.0
F1,26/09/2021,Clermont,Monaco,1,3,A,1.0,1.0,D,2021-2022,12.0,6.0,4.0,3.0,9.0,12.0,5.0,1.0,2.0,4.0,0.0,0.0
F1,26/09/2021,Marseille,Lens,2,3,A,2.0,2.0,D,2021-2022,14.0,14.0,4.0,5.0,4.0,14.0,5.0,7.0,2.0,1.0,0.0,0.0
F1,01/10/2021,Lens,Reims,2,0,H,1.0,0.0,H,2021-2022,13.0,3.0,7.0,0.0,13.0,13.0,5.0,3.0,3.0,1.0,0.0,1.0
F1,02/10/2021,Montpellier,Strasbourg,1,1,D,1.0,1.0,D,2021-2022,12.0,6.0,4.0,3.0,12.0,14.0,3.0,4.0,2.0,0.0,0.0,0.0
F1,02/10/2021,Nice,Brest,2,1,H,1.0,0.0,H,2021-2022,20.0,6.0,9.0,2.0,8.0,12.0,6.0,2.0,1.0,1.0,0.0,0.0
F1,03/10/2021,Rennes,Paris SG,2,0,H,1.0,0.0,H,2021-2022,12.0,13.0,4.0,0.0,9.0,4.0,4.0,4.0,2.0,3.0,0.0,0.0
F1,03/10/2021,Angers,Metz,3,2,H,0.0,1.0,A,2021-2022,18.0,2.0,5.0,2.0,16.0,11.0,12.0,2.0,1.0,3.0,0.0,0.0
F1,03/10/2021,Lorient,Clermont,1,1,D,0.0,1.0,A,2021-2022,6.0,8.0,1.0,4.0,19.0,12.0,4.0,4.0,2.0,1.0,0.0,0.0
F1,03/10/2021,Monaco,Bordeaux,3,0,H,1.0,0.0,H,2021-2022,12.0,4.0,4.0,1.0,12.0,13.0,10.0,2.0,2.0,1.0,0.0,0.0
F1,03/10/2021,Nantes,Troyes,2,0,H,0.0,0.0,D,2021-2022,8.0,15.0,4.0,4.0,14.0,10.0,3.0,7.0,2.0,2.0,0.0,0.0
F1,03/10/2021,Lille,Marseille,2,0,H,1.0,0.0,H,2021-2022,12.0,10.0,5.0,3.0,10.0,13.0,3.0,5.0,2.0,3.0,0.0,1.0
F1,03/10/2021,St Etienne,Lyon,1,1,D,0.0,1.0,A,2021-2022,18.0,15.0,6.0,5.0,14.0,10.0,6.0,4.0,2.0,3.0,0.0,1.0
F1,15/10/2021,Paris SG,Angers,2,1,H,0.0,1.0,A,2021-2022,13.0,7.0,2.0,2.0,8.0,10.0,6.0,5.0,1.0,2.0,0.0,0.0
F1,16/10/2021,Clermont,Lille,1,0,H,1.0,0.0,H,2021-2022,9.0,9.0,3.0,2.0,9.0,8.0,6.0,9.0,1.0,2.0,0.0,0.0
F1,16/10/2021,Lyon,Monaco,2,0,H,0.0,0.0,D,2021-2022,14.0,9.0,8.0,3.0,8.0,10.0,2.0,4.0,1.0,2.0,0.0,0.0
F1,17/10/2021,Troyes,Nice,1,0,H,1.0,0.0,H,2021-2022,8.0,11.0,3.0,3.0,10.0,20.0,3.0,3.0,2.0,1.0,0.0,0.0
F1,17/10/2021,Bordeaux,Nantes,1,1,D,0.0,0.0,D,2021-2022,8.0,13.0,1.0,7.0,10.0,16.0,2.0,5.0,2.0,3.0,0.0,0.0
F1,17/10/2021,Brest,Reims,1,1,D,0.0,1.0,A,2021-2022,9.0,13.0,4.0,2.0,18.0,13.0,7.0,7.0,3.0,4.0,0.0,0.0
F1,17/10/2021,Metz,Rennes,0,3,A,0.0,3.0,A,2021-2022,9.0,21.0,2.0,8.0,14.0,9.0,4.0,10.0,3.0,1.0,0.0,0.0
F1,17/10/2021,Strasbourg,St Etienne,5,1,H,2.0,1.0,H,2021-2022,12.0,4.0,6.0,2.0,18.0,10.0,7.0,4.0,3.0,2.0,0.0,1.0
F1,17/10/2021,Montpellier,Lens,1,0,H,0.0,0.0,D,2021-2022,15.0,19.0,6.0,5.0,8.0,16.0,3.0,2.0,4.0,4.0,1.0,0.0
F1,17/10/2021,Marseille,Lorient,4,1,H,1.0,1.0,D,2021-2022,16.0,15.0,6.0,7.0,7.0,10.0,6.0,4.0,0.0,1.0,0.0,0.0
F1,22/10/2021,St Etienne,Angers,2,2,D,0.0,1.0,A,2021-2022,17.0,4.0,6.0,2.0,12.0,18.0,6.0,1.0,0.0,3.0,0.0,0.0
F1,23/10/2021,Nantes,Clermont,2,1,H,1.0,0.0,H,2021-2022,8.0,4.0,4.0,1.0,15.0,11.0,1.0,3.0,1.0,0.0,1.0,1.0
F1,23/10/2021,Lille,Brest,1,1,D,1.0,1.0,D,2021-2022,13.0,13.0,3.0,5.0,10.0,15.0,5.0,4.0,1.0,2.0,0.0,0.0
F1,24/10/2021,Nice,Lyon,3,2,H,0.0,1.0,A,2021-2022,17.0,13.0,7.0,8.0,11.0,7.0,3.0,2.0,1.0,0.0,0.0,1.0
F1,24/10/2021,Lens,Metz,4,1,H,2.0,1.0,H,2021-2022,11.0,9.0,5.0,4.0,9.0,13.0,5.0,6.0,2.0,3.0,0.0,0.0
F1,24/10/2021,Lorient,Bordeaux,1,1,D,0.0,0.0,D,2021-2022,14.0,11.0,4.0,5.0,12.0,13.0,9.0,4.0,4.0,2.0,0.0,1.0
F1,24/10/2021,Reims,Troyes,1,2,A,1.0,1.0,D,2021-2022,18.0,7.0,5.0,4.0,14.0,13.0,7.0,1.0,4.0,2.0,1.0,0.0
F1,24/10/2021,Rennes,Strasbourg,1,0,H,0.0,0.0,D,2021-2022,17.0,8.0,3.0,2.0,6.0,11.0,11.0,6.0,1.0,2.0,0.0,0.0
F1,24/10/2021,Monaco,Montpellier,3,1,H,2.0,0.0,H,2021-2022,14.0,12.0,4.0,3.0,14.0,16.0,4.0,4.0,1.0,4.0,0.0,0.0
F1,24/10/2021,Marseille,Paris SG,0,0,D,0.0,0.0,D,2021-2022,15.0,10.0,1.0,4.0,7.0,8.0,4.0,5.0,1.0,2.0,0.0,1.0
F1,27/10/2021,Nice,Marseille,1,1,D,1.0,1.0,D,2021-2022,11.0,7.0,3.0,1.0,16.0,8.0,6.0,5.0,2.0,2.0,0.0,0.0
F1,29/10/2021,Paris SG,Lille,2,1,H,0.0,1.0,A,2021-2022,17.0,11.0,6.0,3.0,7.0,10.0,4.0,5.0,1.0,5.0,0.0,0.0
F1,30/10/2021,Metz,St Etienne,1,1,D,1.0,1.0,D,2021-2022,9.0,10.0,4.0,3.0,16.0,11.0,5.0,8.0,0.0,3.0,0.0,0.0
F1,30/10/2021,Lyon,Lens,2,1,H,2.0,0.0,H,2021-2022,13.0,18.0,4.0,10.0,7.0,13.0,3.0,5.0,1.0,2.0,0.0,0.0
F1,31/10/2021,Angers,Nice,1,2,A,1.0,0.0,H,2021-2022,3.0,14.0,2.0,5.0,14.0,9.0,3.0,8.0,1.0,2.0,0.0,0.0
F1,31/10/2021,Bordeaux,Reims,3,2,H,0.0,1.0,A,2021-2022,17.0,12.0,7.0,8.0,5.0,10.0,12.0,2.0,3.0,2.0,0.0,0.0
F1,31/10/2021,Montpellier,Nantes,2,0,H,0.0,0.0,D,2021-2022,19.0,12.0,10.0,1.0,12.0,23.0,5.0,5.0,3.0,5.0,0.0,0.0
F1,31/10/2021,Strasbourg,Lorient,4,0,H,3.0,0.0,H,2021-2022,15.0,5.0,6.0,0.0,12.0,10.0,6.0,3.0,1.0,0.0,0.0,0.0
F1,31/10/2021,Troyes,Rennes,2,2,D,2.0,1.0,H,2021-2022,14.0,13.0,5.0,5.0,6.0,15.0,5.0,12.0,0.0,1.0,0.0,0.0
F1,31/10/2021,Brest,Monaco,2,0,H,1.0,0.0,H,2021-2022,7.0,5.0,3.0,2.0,8.0,17.0,2.0,5.0,1.0,5.0,0.0,0.0
F1,31/10/2021,Clermont,Marseille,0,1,A,0.0,1.0,A,2021-2022,12.0,9.0,1.0,4.0,14.0,11.0,4.0,2.0,1.0,4.0,0.0,0.0
F1,05/11/2021,Lens,Troyes,4,0,H,3.0,0.0,H,2021-2022,28.0,14.0,12.0,6.0,14.0,8.0,4.0,2.0,1.0,1.0,0.0,0.0
F1,06/11/2021,Lille,Angers,1,1,D,1.0,0.0,H,2021-2022,11.0,9.0,6.0,5.0,13.0,9.0,4.0,8.0,2.0,2.0,1.0,0.0
F1,06/11/2021,Bordeaux,Paris SG,2,3,A,0.0,2.0,A,2021-2022,18.0,9.0,6.0,5.0,9.0,10.0,10.0,5.0,2.0,1.0,0.0,0.0
F1,07/11/2021,Marseille,Metz,0,0,D,0.0,0.0,D,2021-2022,15.0,12.0,3.0,4.0,8.0,9.0,9.0,7.0,1.0,3.0,0.0,1.0
F1,07/11/2021,Lorient,Brest,1,2,A,1.0,0.0,H,2021-2022,9.0,16.0,3.0,5.0,10.0,8.0,3.0,6.0,1.0,1.0,1.0,0.0
F1,07/11/2021,Nantes,Strasbourg,2,2,D,1.0,1.0,D,2021-2022,20.0,17.0,6.0,6.0,15.0,12.0,9.0,5.0,2.0,1.0,0.0,1.0
F1,07/11/2021,Reims,Monaco,0,0,D,0.0,0.0,D,2021-2022,11.0,12.0,4.0,3.0,9.0,13.0,5.0,6.0,0.0,2.0,0.0,0.0
F1,07/11/2021,St Etienne,Clermont,3,2,H,0.0,0.0,D,2021-2022,18.0,9.0,4.0,4.0,7.0,10.0,9.0,2.0,1.0,1.0,0.0,0.0
F1,07/11/2021,Nice,Montpellier,0,1,A,0.0,0.0,D,2021-2022,22.0,8.0,6.0,2.0,9.0,7.0,8.0,2.0,2.0,0.0,0.0,0.0
F1,07/11/2021,Rennes,Lyon,4,1,H,1.0,0.0,H,2021-2022,25.0,6.0,12.0,4.0,12.0,12.0,7.0,2.0,2.0,2.0,0.0,0.0
F1,19/11/2021,Monaco,Lille,2,2,D,1.0,2.0,A,2021-2022,17.0,15.0,8.0,8.0,15.0,16.0,6.0,5.0,3.0,5.0,1.0,0.0
F1,20/11/2021,Paris SG,Nantes,3,1,H,1.0,0.0,H,2021-2022,14.0,12.0,7.0,6.0,8.0,12.0,4.0,3.0,1.0,2.0,1.0,0.0
F1,20/11/2021,Rennes,Montpellier,2,0,H,2.0,0.0,H,2021-2022,30.0,4.0,7.0,2.0,9.0,10.0,8.0,2.0,1.0,3.0,0.0,1.0
F1,21/11/2021,Brest,Lens,4,0,H,3.0,0.0,H,2021-2022,13.0,14.0,5.0,5.0,7.0,7.0,5.0,5.0,1.0,2.0,0.0,1.0
F1,21/11/2021,Angers,Lorient,1,0,H,0.0,0.0,D,2021-2022,8.0,10.0,4.0,3.0,15.0,13.0,6.0,3.0,4.0,0.0,0.0,0.0
F1,21/11/2021,Metz,Bordeaux,3,3,D,1.0,2.0,A,2021-2022,20.0,19.0,9.0,5.0,12.0,11.0,2.0,4.0,2.0,2.0,1.0,0.0
F1,21/11/2021,Strasbourg,Reims,1,1,D,0.0,1.0,A,2021-2022,21.0,10.0,3.0,3.0,8.0,13.0,5.0,4.0,1.0,4.0,0.0,0.0
F1,21/11/2021,Troyes,St Etienne,0,1,A,0.0,0.0,D,2021-2022,15.0,14.0,3.0,4.0,13.0,11.0,6.0,8.0,1.0,4.0,0.0,0.0
F1,21/11/2021,Clermont,Nice,1,2,A,1.0,0.0,H,2021-2022,18.0,9.0,6.0,4.0,7.0,16.0,3.0,5.0,1.0,4.0,0.0,0.0
F1,26/11/2021,Lens,Angers,2,2,D,0.0,1.0,A,2021-2022,9.0,12.0,4.0,5.0,15.0,6.0,5.0,5.0,2.0,0.0,0.0,0.0
F1,27/11/2021,Lille,Nantes,1,1,D,1.0,1.0,D,2021-2022,10.0,7.0,3.0,3.0,7.0,12.0,12.0,1.0,1.0,2.0,0.0,1.0
F1,27/11/2021,Nice,Metz,0,1,A,0.0,1.0,A,2021-2022,20.0,4.0,2.0,1.0,13.0,12.0,8.0,1.0,2.0,2.0,0.0,0.0
F1,28/11/2021,St Etienne,Paris SG,1,3,A,1.0,1.0,D,2021-2022,8.0,15.0,4.0,8.0,7.0,10.0,5.0,5.0,3.0,1.0,1.0,0.0
F1,28/11/2021,Bordeaux,Brest,1,2,A,1.0,0.0,H,2021-2022,16.0,14.0,4.0,4.0,13.0,11.0,5.0,2.0,3.0,1.0,0.0,0.0
F1,28/11/2021,Lorient,Rennes,0,2,A,0.0,0.0,D,2021-2022,6.0,11.0,0.0,5.0,11.0,11.0,3.0,4.0,0.0,2.0,0.0,0.0
F1,28/11/2021,Monaco,Strasbourg,1,1,D,1.0,0.0,H,2021-2022,8.0,7.0,3.0,4.0,12.0,9.0,4.0,3.0,2.0,1.0,0.0,0.0
F1,28/11/2021,Reims,Clermont,1,0,H,0.0,0.0,D,2021-2022,12.0,4.0,3.0,0.0,13.0,13.0,4.0,1.0,2.0,2.0,0.0,0.0
F1,28/11/2021,Montpellier,Lyon,0,1,A,0.0,1.0,A,2021-2022,15.0,11.0,6.0,3.0,7.0,15.0,8.0,5.0,1.0,4.0,0.0,0.0
F1,28/11/2021,Marseille,Troyes,1,0,H,0.0,0.0,D,2021-2022,14.0,5.0,4.0,2.0,10.0,17.0,7.0,3.0,1.0,4.0,0.0,0.0
